id,station_id,station_name,direction,beeline_dis,actual_dis,line_no,sort,lng,lat,create_time,update_time
143205,32010,火电公司,b'\x00',604,604,7031,14,109.340611,24.262833,2020/12/12 3:00,2020/12/12 3:00
143206,32011,柳堡路东,b'\x00',307,307,7031,15,109.343556,24.262194,2020/12/12 3:00,2020/12/12 3:00
143207,32012,塘头路口,b'\x00',1404,1404,7031,16,109.357167,24.259917,2020/12/12 3:00,2020/12/12 3:00
143208,32013,柳汽三基地,b'\x00',882,882,7031,17,109.365861,24.259972,2020/12/12 3:00,2020/12/12 3:00
143209,32014,南环综合市场,b'\x00',772,772,7031,18,109.373222,24.26175,2020/12/12 3:00,2020/12/12 3:00
143210,32015,龙怀路中,b'\x00',429,429,7031,19,109.373194,24.265611,2020/12/12 3:00,2020/12/12 3:00
143211,32016,兴国路口,b'\x00',328,328,7031,20,109.374444,24.268333,2020/12/12 3:00,2020/12/12 3:00
143212,32017,航五路西,b'\x00',346,346,7031,21,109.377806,24.268861,2020/12/12 3:00,2020/12/12 3:00
143213,32018,航星路中,b'\x00',690,690,7031,22,109.380639,24.2745,2020/12/12 3:00,2020/12/12 3:00
143214,32019,航星路北,b'\x00',364,364,7031,23,109.380639,24.277778,2020/12/12 3:00,2020/12/12 3:00
143215,32020,宏城绿都,b'\x00',500,500,7031,24,109.376972,24.280778,2020/12/12 3:00,2020/12/12 3:00
143216,32021,航岭路北,b'\x00',517,517,7031,25,109.376583,24.276139,2020/12/12 3:00,2020/12/12 3:00
143217,32022,航岭路中,b'\x00',429,429,7031,26,109.376528,24.272278,2020/12/12 3:00,2020/12/12 3:00
143218,32023,兴国路口,b'\x00',476,476,7031,27,109.376417,24.268,2020/12/12 3:00,2020/12/12 3:00
143219,32024,航岭路南,b'\x00',417,417,7031,28,109.3765,24.26425,2020/12/12 3:00,2020/12/12 3:00
143220,32025,中阳路口,b'\x00',842,842,7031,29,109.369361,24.260389,2020/12/12 3:00,2020/12/12 3:00
143221,32026,柳汽三基地,b'\x00',514,514,7031,30,109.364306,24.260028,2020/12/12 3:00,2020/12/12 3:00
143222,32027,塘头路口,b'\x00',482,482,7031,31,109.359556,24.260056,2020/12/12 3:00,2020/12/12 3:00
143223,32028,柳堡路东,b'\x00',1601,1601,7031,32,109.343972,24.262333,2020/12/12 3:00,2020/12/12 3:00
143224,32029,火电公司,b'\x00',356,356,7031,33,109.340528,24.262944,2020/12/12 3:00,2020/12/12 3:00
143225,32030,柳江农贸市场,b'\x00',856,856,7031,34,109.332389,24.260917,2020/12/12 3:00,2020/12/12 3:00
143226,32031,柳江二中,b'\x00',161,161,7031,35,109.332333,24.259472,2020/12/12 3:00,2020/12/12 3:00
143227,32032,柳江妇幼保健院,b'\x00',217,217,7031,36,109.334417,24.259028,2020/12/12 3:00,2020/12/12 3:00
143228,32033,建都大道中,b'\x00',279,279,7031,37,109.336528,24.257417,2020/12/12 3:00,2020/12/12 3:00
143229,32034,乐都大道西,b'\x00',404,404,7031,38,109.335556,24.253889,2020/12/12 3:00,2020/12/12 3:00
143230,32035,柳江人民医院,b'\x00',607,607,7031,39,109.329583,24.254194,2020/12/12 3:00,2020/12/12 3:00
143231,32036,柳北路东城中菜市,b'\x00',477,477,7031,40,109.326056,24.257028,2020/12/12 3:00,2020/12/12 3:00
143232,32037,柳江文化宫广场,b'\x00',283,283,7031,41,109.324639,24.259222,2020/12/12 3:00,2020/12/12 3:00
143233,32038,柳江交警队,b'\x00',381,381,7031,42,109.321,24.260083,2020/12/12 3:00,2020/12/12 3:00
143234,32039,柳西新城,b'\x00',710,710,7031,43,109.314,24.26025,2020/12/12 3:00,2020/12/12 3:00
143235,32040,糖厂路口,b'\x00',711,711,7031,44,109.307167,24.261667,2020/12/12 3:00,2020/12/12 3:00
143236,32041,柳江公交站,b'\x00',431,431,7031,45,109.303056,24.260694,2020/12/12 3:00,2020/12/12 3:00
143237,31026,海川家具市场香兰公交,b'\x00',0,0,631,1,109.397444,24.390861,2020/12/12 3:00,2020/12/12 3:00
143238,31027,柳钢矿业公司,b'\x00',220,220,631,2,109.395333,24.390389,2020/12/12 3:00,2020/12/12 3:00
143239,31028,柳钢北门,b'\x00',742,742,631,3,109.388028,24.390806,2020/12/12 3:00,2020/12/12 3:00
143240,31029,松泉,b'\x00',961,961,631,4,109.383222,24.39825,2020/12/12 3:00,2020/12/12 3:00
143241,31030,二化,b'\x00',940,940,631,5,109.383056,24.406694,2020/12/12 3:00,2020/12/12 3:00
143242,31031,长塘村,b'\x00',908,908,631,6,109.381861,24.414778,2020/12/12 3:00,2020/12/12 3:00
143243,31032,凤凰园,b'\x00',1212,1212,631,7,109.379167,24.425389,2020/12/12 3:00,2020/12/12 3:00
143244,31033,柳师专南校,b'\x00',745,745,631,8,109.380694,24.431944,2020/12/12 3:00,2020/12/12 3:00
143245,31034,杨柳路口新宇纺织公司,b'\x00',644,644,631,9,109.381861,24.437639,2020/12/12 3:00,2020/12/12 3:00
143246,31035,沙塘新区,b'\x00',405,405,631,10,109.380472,24.441056,2020/12/12 3:00,2020/12/12 3:00
143247,31036,沙塘镇,b'\x00',1418,1418,631,11,109.373056,24.451861,2020/12/12 3:00,2020/12/12 3:00
143248,31037,沙塘小学,b'\x00',325,325,631,12,109.370556,24.453694,2020/12/12 3:00,2020/12/12 3:00
143249,31038,林校路口,b'\x00',600,600,631,13,109.366361,24.4575,2020/12/12 3:00,2020/12/12 3:00
143250,31039,松树脚屯,b'\x00',829,829,631,14,109.36475,24.464806,2020/12/12 3:00,2020/12/12 3:00
143251,31040,古木村委,b'\x00',3298,3298,631,15,109.353,24.492444,2020/12/12 3:00,2020/12/12 3:00
143252,31041,留休新村,b'\x00',1163,1163,631,16,109.347833,24.501778,2020/12/12 3:00,2020/12/12 3:00
143253,31042,凉亭屯,b'\x00',938,938,631,17,109.345306,24.509889,2020/12/12 3:00,2020/12/12 3:00
143254,31043,航天长虹,b'\x00',671,671,631,18,109.345167,24.515917,2020/12/12 3:00,2020/12/12 3:00
143255,31044,航天长虹,b'\x01',143,143,631,1,109.345361,24.517194,2020/12/12 3:00,2020/12/12 3:00
143256,31045,凉亭屯,b'\x01',714,714,631,2,109.345361,24.510778,2020/12/12 3:00,2020/12/12 3:00
143257,31046,留休新村,b'\x01',842,842,631,3,109.346444,24.503278,2020/12/12 3:00,2020/12/12 3:00
143258,31047,古木村委,b'\x01',1191,1191,631,4,109.352611,24.494167,2020/12/12 3:00,2020/12/12 3:00
143259,31048,松树脚屯,b'\x01',3245,3245,631,5,109.363667,24.466806,2020/12/12 3:00,2020/12/12 3:00
143260,31049,林校路口,b'\x01',971,971,631,6,109.366306,24.458417,2020/12/12 3:00,2020/12/12 3:00
143261,31050,沙塘小学,b'\x01',368,368,631,7,109.367972,24.455472,2020/12/12 3:00,2020/12/12 3:00
143262,31051,沙塘镇,b'\x01',642,642,631,8,109.372944,24.451889,2020/12/12 3:00,2020/12/12 3:00
143263,31052,沙塘新区,b'\x01',1328,1328,631,9,109.38,24.441833,2020/12/12 3:00,2020/12/12 3:00
143264,31053,杨柳路口新宇纺织公司,b'\x01',403,403,631,10,109.381556,24.4385,2020/12/12 3:00,2020/12/12 3:00
143265,31054,柳师专南校,b'\x01',637,637,631,11,109.380639,24.432833,2020/12/12 3:00,2020/12/12 3:00
143266,31055,凤凰园,b'\x01',618,618,631,12,109.379417,24.427389,2020/12/12 3:00,2020/12/12 3:00
143267,31056,长塘村,b'\x01',1158,1158,631,13,109.380444,24.417028,2020/12/12 3:00,2020/12/12 3:00
143268,31057,二化,b'\x01',1014,1014,631,14,109.382917,24.408194,2020/12/12 3:00,2020/12/12 3:00
143269,31058,松泉,b'\x01',974,974,631,15,109.382639,24.399444,2020/12/12 3:00,2020/12/12 3:00
143270,31059,柳钢北门,b'\x01',1114,1114,631,16,109.387972,24.390694,2020/12/12 3:00,2020/12/12 3:00
143271,31060,柳钢矿业公司,b'\x01',517,517,631,17,109.392972,24.38975,2020/12/12 3:00,2020/12/12 3:00
143272,31061,海川家具市场香兰公交,b'\x01',359,359,631,18,109.396417,24.390528,2020/12/12 3:00,2020/12/12 3:00
143273,31824,一五八医院,b'\x00',0,0,121,1,109.454278,24.297611,2020/12/12 3:00,2020/12/12 3:00
143274,31825,社湾十三队,b'\x00',427,427,121,2,109.450528,24.299361,2020/12/12 3:00,2020/12/12 3:00
143275,31826,职业技术学院,b'\x00',524,524,121,3,109.445361,24.299472,2020/12/12 3:00,2020/12/12 3:00
143276,31827,社湾路北,b'\x00',643,643,121,4,109.440667,24.303361,2020/12/12 3:00,2020/12/12 3:00
143277,31828,东环路口,b'\x00',517,517,121,5,109.436167,24.305556,2020/12/12 3:00,2020/12/12 3:00
143278,31829,东环小学,b'\x00',773,773,121,6,109.436056,24.3125,2020/12/12 3:00,2020/12/12 3:00
143279,31830,东环大道南,b'\x00',247,247,121,7,109.435972,24.314722,2020/12/12 3:00,2020/12/12 3:00
143280,31831,桂柳路口恒大翡翠龙庭,b'\x00',340,340,121,8,109.435889,24.317778,2020/12/12 3:00,2020/12/12 3:00
143281,31832,友谊大厦,b'\x00',640,640,121,9,109.43575,24.323528,2020/12/12 3:00,2020/12/12 3:00
143282,31833,文昌路西,b'\x00',596,596,121,10,109.43025,24.325417,2020/12/12 3:00,2020/12/12 3:00
143283,31834,工业博物馆,b'\x00',642,642,121,11,109.425333,24.321778,2020/12/12 3:00,2020/12/12 3:00
143284,31835,窑埠盛天悦景台,b'\x00',445,445,121,12,109.425333,24.317778,2020/12/12 3:00,2020/12/12 3:00
143285,31836,蟠龙公园,b'\x00',321,321,121,13,109.426389,24.315056,2020/12/12 3:00,2020/12/12 3:00
143286,31837,天山公园,b'\x00',331,331,121,14,109.426417,24.312083,2020/12/12 3:00,2020/12/12 3:00
143287,31838,天山家园,b'\x00',403,403,121,15,109.423278,24.309861,2020/12/12 3:00,2020/12/12 3:00
143288,31839,文庙,b'\x00',361,361,121,16,109.419722,24.309972,2020/12/12 3:00,2020/12/12 3:00
143289,31840,荣军路北,b'\x00',598,598,121,17,109.414472,24.307528,2020/12/12 3:00,2020/12/12 3:00
143290,31841,马鞍山,b'\x00',304,304,121,18,109.412306,24.305639,2020/12/12 3:00,2020/12/12 3:00
143291,31842,江滨公园华喜口腔,b'\x00',521,521,121,19,109.407889,24.308028,2020/12/12 3:00,2020/12/12 3:00
143292,31843,龙城路,b'\x00',978,978,121,20,109.4065,24.316722,2020/12/12 3:00,2020/12/12 3:00
143293,31844,市中医院,b'\x00',379,379,121,21,109.408861,24.319361,2020/12/12 3:00,2020/12/12 3:00
143294,31845,八一路南,b'\x00',526,526,121,22,109.4045,24.321917,2020/12/12 3:00,2020/12/12 3:00
143295,31846,龙城路,b'\x00',493,493,121,23,109.406472,24.317861,2020/12/12 3:00,2020/12/12 3:00
143296,31847,屏山大道西,b'\x00',1428,1428,121,24,109.406667,24.305028,2020/12/12 3:00,2020/12/12 3:00
143297,31848,文惠桥南,b'\x00',643,643,121,25,109.412056,24.308083,2020/12/12 3:00,2020/12/12 3:00
143298,31849,文庙,b'\x00',826,826,121,26,109.419972,24.309833,2020/12/12 3:00,2020/12/12 3:00
143299,31850,天山家园,b'\x00',321,321,121,27,109.423139,24.309722,2020/12/12 3:00,2020/12/12 3:00
143300,31851,天山公园,b'\x00',355,355,121,28,109.425917,24.311667,2020/12/12 3:00,2020/12/12 3:00
143301,31852,蟠龙公园,b'\x00',260,260,121,29,109.426361,24.313972,2020/12/12 3:00,2020/12/12 3:00
143302,31853,窑埠盛天悦景台,b'\x00',324,324,121,30,109.425972,24.316861,2020/12/12 3:00,2020/12/12 3:00
143303,31854,工业博物馆,b'\x00',486,486,121,31,109.424861,24.321111,2020/12/12 3:00,2020/12/12 3:00
143304,31855,文昌路西,b'\x00',618,618,121,32,109.429056,24.325139,2020/12/12 3:00,2020/12/12 3:00
143305,31856,友谊大厦,b'\x00',659,659,121,33,109.4355,24.324333,2020/12/12 3:00,2020/12/12 3:00
143306,31857,桂柳路口恒大翡翠龙庭,b'\x00',495,495,121,34,109.435694,24.319889,2020/12/12 3:00,2020/12/12 3:00
143307,31858,东环大道南,b'\x00',340,340,121,35,109.435722,24.316833,2020/12/12 3:00,2020/12/12 3:00
143308,31859,东环小学,b'\x00',374,374,121,36,109.435861,24.313472,2020/12/12 3:00,2020/12/12 3:00
143309,31860,东环路口,b'\x00',460,460,121,37,109.435944,24.309333,2020/12/12 3:00,2020/12/12 3:00
143310,31861,社湾坳,b'\x00',579,579,121,38,109.438917,24.304889,2020/12/12 3:00,2020/12/12 3:00
143311,31862,社湾路北,b'\x00',212,212,121,39,109.440417,24.303556,2020/12/12 3:00,2020/12/12 3:00
143312,31863,职业技术学院,b'\x00',496,496,121,40,109.443861,24.300389,2020/12/12 3:00,2020/12/12 3:00
143313,31864,社湾十三队,b'\x00',624,624,121,41,109.449889,24.29925,2020/12/12 3:00,2020/12/12 3:00
143314,31865,一五八医院,b'\x00',282,282,121,42,109.452361,24.298083,2020/12/12 3:00,2020/12/12 3:00
143315,24728,水天一州,b'\x00',0,0,381,1,109.387861,24.355444,2020/12/12 3:00,2020/12/12 3:00
143316,24729,桂景湾,b'\x00',247,247,381,2,109.389333,24.353667,2020/12/12 3:00,2020/12/12 3:00
143317,24730,凤糖集团,b'\x00',656,656,381,3,109.39575,24.352889,2020/12/12 3:00,2020/12/12 3:00
143318,24731,桂景湾东,b'\x00',329,329,381,4,109.398389,24.351167,2020/12/12 3:00,2020/12/12 3:00
143319,24732,康城,b'\x00',315,315,381,5,109.398389,24.348333,2020/12/12 3:00,2020/12/12 3:00
143320,24733,新园小居,b'\x00',378,378,381,6,109.398944,24.344972,2020/12/12 3:00,2020/12/12 3:00
143321,24734,恒兴名园,b'\x00',382,382,381,7,109.400472,24.341833,2020/12/12 3:00,2020/12/12 3:00
143322,24735,壶西大桥东,b'\x00',237,237,381,8,109.400833,24.339722,2020/12/12 3:00,2020/12/12 3:00
143323,24736,雅儒路北,b'\x00',488,488,381,9,109.401,24.335333,2020/12/12 3:00,2020/12/12 3:00
143324,24737,天江丽都,b'\x00',572,572,381,10,109.399806,24.330306,2020/12/12 3:00,2020/12/12 3:00
143325,24738,广雅大桥东,b'\x00',411,411,381,11,109.39825,24.326889,2020/12/12 3:00,2020/12/12 3:00
143326,24739,广雅路中第十五中学,b'\x00',290,290,381,12,109.40025,24.325028,2020/12/12 3:00,2020/12/12 3:00
143327,24740,市妇幼保健院,b'\x00',604,604,381,13,109.404472,24.321194,2020/12/12 3:00,2020/12/12 3:00
143328,24741,工贸大厦柳州宾馆,b'\x00',598,598,381,14,109.406389,24.316111,2020/12/12 3:00,2020/12/12 3:00
143329,24742,河南桥头银泰城,b'\x00',888,888,381,15,109.40525,24.308194,2020/12/12 3:00,2020/12/12 3:00
143330,24743,飞鹅商城（华地工贸）,b'\x00',623,623,381,16,109.399194,24.30725,2020/12/12 3:00,2020/12/12 3:00
143331,24744,市中医院,b'\x00',1657,1657,381,17,109.408778,24.319306,2020/12/12 3:00,2020/12/12 3:00
143332,24745,广场路下穿通道中瑞口腔,b'\x00',412,412,381,18,109.407194,24.322722,2020/12/12 3:00,2020/12/12 3:00
143333,24746,广雅路中第十五中学,b'\x00',672,672,381,19,109.400833,24.324417,2020/12/12 3:00,2020/12/12 3:00
143334,24747,广雅大桥东,b'\x00',326,326,381,20,109.39825,24.326167,2020/12/12 3:00,2020/12/12 3:00
143335,24748,天江丽都,b'\x00',407,407,381,21,109.399417,24.329667,2020/12/12 3:00,2020/12/12 3:00
143336,24749,雅儒路北,b'\x00',457,457,381,22,109.400667,24.333611,2020/12/12 3:00,2020/12/12 3:00
143337,24750,壶西大桥东,b'\x00',634,634,381,23,109.400833,24.339306,2020/12/12 3:00,2020/12/12 3:00
143338,24751,恒兴名园,b'\x00',245,245,381,24,109.400639,24.3415,2020/12/12 3:00,2020/12/12 3:00
143339,24752,新园小居,b'\x00',329,329,381,25,109.399361,24.344222,2020/12/12 3:00,2020/12/12 3:00
143340,24753,康城,b'\x00',363,363,381,26,109.398472,24.347389,2020/12/12 3:00,2020/12/12 3:00
143341,24754,桂景湾东,b'\x00',352,352,381,27,109.398389,24.350556,2020/12/12 3:00,2020/12/12 3:00
143342,24755,凤糖集团,b'\x00',316,316,381,28,109.397028,24.353111,2020/12/12 3:00,2020/12/12 3:00
143343,24756,桂景湾,b'\x00',631,631,381,29,109.390806,24.353083,2020/12/12 3:00,2020/12/12 3:00
143344,24757,水天一州,b'\x00',382,382,381,30,109.387528,24.354778,2020/12/12 3:00,2020/12/12 3:00
143345,32086,公交南环站,b'\x00',0,0,641,1,109.389333,24.264111,2020/12/12 3:00,2020/12/12 3:00
143346,32087,航生航四路口,b'\x00',792,792,641,2,109.389583,24.271222,2020/12/12 3:00,2020/12/12 3:00
143347,32088,航四路中中医院国医堂,b'\x00',292,292,641,3,109.387333,24.272861,2020/12/12 3:00,2020/12/12 3:00
143348,32089,航五路西,b'\x00',611,611,641,4,109.383139,24.268917,2020/12/12 3:00,2020/12/12 3:00
143349,32090,航星路中,b'\x00',671,671,641,5,109.380639,24.2745,2020/12/12 3:00,2020/12/12 3:00
143350,32091,航星路北,b'\x00',364,364,641,6,109.380639,24.277778,2020/12/12 3:00,2020/12/12 3:00
143351,32092,航二航鹰路口,b'\x00',570,570,641,7,109.384694,24.281333,2020/12/12 3:00,2020/12/12 3:00
143352,32093,银山小区,b'\x00',571,571,641,8,109.390111,24.282722,2020/12/12 3:00,2020/12/12 3:00
143353,32094,航生路北,b'\x00',476,476,641,9,109.390083,24.287,2020/12/12 3:00,2020/12/12 3:00
143354,32095,市运管处柳邕万达广场,b'\x00',691,691,641,10,109.388306,24.293,2020/12/12 3:00,2020/12/12 3:00
143355,32096,五里卡顺达通市场,b'\x00',344,344,641,11,109.391,24.294889,2020/12/12 3:00,2020/12/12 3:00
143356,32097,柳邕路口,b'\x00',528,528,641,12,109.395833,24.296667,2020/12/12 3:00,2020/12/12 3:00
143357,32098,市工人医院,b'\x00',1028,1028,641,13,109.404639,24.30125,2020/12/12 3:00,2020/12/12 3:00
143358,32099,桐油山隧道西,b'\x00',474,474,641,14,109.407306,24.29775,2020/12/12 3:00,2020/12/12 3:00
143359,32100,广西假肢康复中心永意,b'\x00',1314,1314,641,15,109.420222,24.298694,2020/12/12 3:00,2020/12/12 3:00
143360,32101,银桐路中,b'\x00',389,389,641,16,109.42375,24.300083,2020/12/12 3:00,2020/12/12 3:00
143361,32102,前进农贸市场,b'\x00',408,408,641,17,109.427778,24.300167,2020/12/12 3:00,2020/12/12 3:00
143362,32103,新华庭曙光医院,b'\x00',517,517,641,18,109.432861,24.299778,2020/12/12 3:00,2020/12/12 3:00
143363,32104,丽都小区,b'\x00',285,285,641,19,109.434944,24.3015,2020/12/12 3:00,2020/12/12 3:00
143364,32105,社湾坳,b'\x00',648,648,641,20,109.4395,24.305583,2020/12/12 3:00,2020/12/12 3:00
143365,32106,双龙苑,b'\x00',408,408,641,21,109.4425,24.308028,2020/12/12 3:00,2020/12/12 3:00
143366,32107,西江路中,b'\x00',390,390,641,22,109.445139,24.310583,2020/12/12 3:00,2020/12/12 3:00
143367,32108,国信凤起新都西,b'\x00',434,434,641,23,109.448722,24.312722,2020/12/12 3:00,2020/12/12 3:00
143368,32109,鱼峰区政府,b'\x00',643,643,641,24,109.449972,24.318389,2020/12/12 3:00,2020/12/12 3:00
143369,32110,静兰路北静兰卫生服务,b'\x00',492,492,641,25,109.448861,24.322694,2020/12/12 3:00,2020/12/12 3:00
143370,32111,万象城,b'\x00',614,614,641,26,109.444444,24.326472,2020/12/12 3:00,2020/12/12 3:00
143371,32112,市人民医院,b'\x00',390,390,641,27,109.440611,24.326167,2020/12/12 3:00,2020/12/12 3:00
143372,32113,万达广场,b'\x00',743,743,641,28,109.435556,24.331,2020/12/12 3:00,2020/12/12 3:00
143373,32114,柳州东街,b'\x00',435,435,641,29,109.439278,24.332944,2020/12/12 3:00,2020/12/12 3:00
143374,32115,市人民医院东,b'\x00',470,470,641,30,109.441583,24.329278,2020/12/12 3:00,2020/12/12 3:00
143375,32116,万象城,b'\x00',481,481,641,31,109.445111,24.326389,2020/12/12 3:00,2020/12/12 3:00
143376,32117,静兰路北静兰卫生服务,b'\x00',435,435,641,32,109.448389,24.323861,2020/12/12 3:00,2020/12/12 3:00
143377,32118,鱼峰区政府,b'\x00',476,476,641,33,109.449444,24.319694,2020/12/12 3:00,2020/12/12 3:00
143378,32119,国信凤起新都西,b'\x00',702,702,641,34,109.450389,24.313444,2020/12/12 3:00,2020/12/12 3:00
143379,32120,西江路中,b'\x00',564,564,641,35,109.445417,24.311167,2020/12/12 3:00,2020/12/12 3:00
143380,32121,双龙苑,b'\x00',385,385,641,36,109.442917,24.308556,2020/12/12 3:00,2020/12/12 3:00
143381,32122,社湾坳,b'\x00',568,568,641,37,109.438472,24.305444,2020/12/12 3:00,2020/12/12 3:00
143382,32123,丽都小区,b'\x00',498,498,641,38,109.435056,24.302222,2020/12/12 3:00,2020/12/12 3:00
143383,32124,新华庭曙光医院,b'\x00',342,342,641,39,109.43375,24.299389,2020/12/12 3:00,2020/12/12 3:00
143384,32125,前进农贸市场,b'\x00',497,497,641,40,109.428944,24.300278,2020/12/12 3:00,2020/12/12 3:00
143385,32126,银桐路中,b'\x00',589,589,641,41,109.423139,24.300111,2020/12/12 3:00,2020/12/12 3:00
143386,32127,广西假肢康复中心永意,b'\x00',388,388,641,42,109.419722,24.298528,2020/12/12 3:00,2020/12/12 3:00
143387,32128,桐油山隧道西,b'\x00',1178,1178,641,43,109.408111,24.298389,2020/12/12 3:00,2020/12/12 3:00
143388,32129,市工人医院,b'\x00',427,427,641,44,109.405,24.300972,2020/12/12 3:00,2020/12/12 3:00
143389,32130,文笔路汽车总站亚朵酒,b'\x00',372,372,641,45,109.4015,24.301972,2020/12/12 3:00,2020/12/12 3:00
143390,32131,城站路东,b'\x00',429,429,641,46,109.39825,24.2995,2020/12/12 3:00,2020/12/12 3:00
143391,32132,五里卡顺达通市场,b'\x00',865,865,641,47,109.391167,24.295167,2020/12/12 3:00,2020/12/12 3:00
143392,32133,市运管处柳邕万达广场,b'\x00',347,347,641,48,109.388444,24.293278,2020/12/12 3:00,2020/12/12 3:00
143393,32134,柳邕万达广场西,b'\x00',491,491,641,49,109.384611,24.290583,2020/12/12 3:00,2020/12/12 3:00
143394,32135,新翔小区,b'\x00',404,404,641,50,109.381611,24.288194,2020/12/12 3:00,2020/12/12 3:00
143395,32136,兆兴园回原大酒楼,b'\x00',399,399,641,51,109.379111,24.285417,2020/12/12 3:00,2020/12/12 3:00
143396,32137,宏城绿都,b'\x00',532,532,641,52,109.377028,24.281028,2020/12/12 3:00,2020/12/12 3:00
143397,32138,航岭路北,b'\x00',556,556,641,53,109.3765,24.276056,2020/12/12 3:00,2020/12/12 3:00
143398,32139,航岭路中,b'\x00',429,429,641,54,109.3765,24.272194,2020/12/12 3:00,2020/12/12 3:00
143399,32140,航五路西,b'\x00',689,689,641,55,109.382222,24.268861,2020/12/12 3:00,2020/12/12 3:00
143400,32141,航四路中中医院国医堂,b'\x00',583,583,641,56,109.386,24.272806,2020/12/12 3:00,2020/12/12 3:00
143401,32142,航生航四路口,b'\x00',365,365,641,57,109.389583,24.2725,2020/12/12 3:00,2020/12/12 3:00
143402,32143,公交南环站,b'\x00',857,857,641,58,109.389278,24.264806,2020/12/12 3:00,2020/12/12 3:00
143403,7385,建都开发区,b'\x00',0,0,7041,1,109.331444,24.253944,2020/12/12 3:00,2020/12/12 3:00
143404,7386,乐都大道西,b'\x00',308,308,7041,2,109.334472,24.25375,2020/12/12 3:00,2020/12/12 3:00
143405,7387,建都大道中,b'\x00',386,386,7041,3,109.336389,24.25675,2020/12/12 3:00,2020/12/12 3:00
143406,7388,塘福路,b'\x00',260,260,7041,4,109.335278,24.258861,2020/12/12 3:00,2020/12/12 3:00
143407,7389,柳江二中,b'\x00',261,261,7041,5,109.332778,24.259417,2020/12/12 3:00,2020/12/12 3:00
143408,7390,柳江农贸市场,b'\x00',146,146,7041,6,109.332417,24.260694,2020/12/12 3:00,2020/12/12 3:00
143409,7391,柳江农贸路口,b'\x00',354,354,7041,7,109.334611,24.263167,2020/12/12 3:00,2020/12/12 3:00
143410,7392,火电公司,b'\x00',618,618,7041,8,109.340694,24.262806,2020/12/12 3:00,2020/12/12 3:00
143411,7393,柳堡路东,b'\x00',303,303,7041,9,109.343611,24.262194,2020/12/12 3:00,2020/12/12 3:00
143412,7394,第三开发区,b'\x00',386,386,7041,10,109.347417,24.26225,2020/12/12 3:00,2020/12/12 3:00
143413,7395,塘头路,b'\x00',940,940,7041,11,109.356472,24.260444,2020/12/12 3:00,2020/12/12 3:00
143414,7396,第三开发区,b'\x00',925,925,7041,12,109.347583,24.262306,2020/12/12 3:00,2020/12/12 3:00
143415,7397,柳堡路东,b'\x00',363,363,7041,13,109.344,24.262389,2020/12/12 3:00,2020/12/12 3:00
143416,7398,火电公司,b'\x00',369,369,7041,14,109.340417,24.263,2020/12/12 3:00,2020/12/12 3:00
143417,7399,柳江农贸路口,b'\x00',387,387,7041,15,109.336722,24.263889,2020/12/12 3:00,2020/12/12 3:00
143418,7400,柳堡路中,b'\x00',634,634,7041,16,109.330833,24.261972,2020/12/12 3:00,2020/12/12 3:00
143419,7401,柳江汽车站,b'\x00',480,480,7041,17,109.326222,24.261,2020/12/12 3:00,2020/12/12 3:00
143420,7402,柳江文化宫广场,b'\x00',271,271,7041,18,109.324528,24.259111,2020/12/12 3:00,2020/12/12 3:00
143421,7403,柳北路东菜市,b'\x00',244,244,7041,19,109.325278,24.257028,2020/12/12 3:00,2020/12/12 3:00
143422,7404,江城,b'\x00',324,324,7041,20,109.328472,24.256917,2020/12/12 3:00,2020/12/12 3:00
143423,7405,柳江人民医院,b'\x00',280,280,7041,21,109.328833,24.254417,2020/12/12 3:00,2020/12/12 3:00
143424,7406,建都开发区,b'\x00',264,264,7041,22,109.331389,24.253972,2020/12/12 3:00,2020/12/12 3:00
143425,29037,西环路口,b'\x00',0,0,131,1,109.378278,24.3215,2020/12/12 3:00,2020/12/12 3:00
143426,29038,河西路口,b'\x00',989,989,131,2,109.373139,24.329056,2020/12/12 3:00,2020/12/12 3:00
143427,29039,福馨苑,b'\x00',1072,1072,131,3,109.372028,24.338639,2020/12/12 3:00,2020/12/12 3:00
143428,29040,十一冶二区,b'\x00',1293,1293,131,4,109.359306,24.339472,2020/12/12 3:00,2020/12/12 3:00
143429,29041,磨太路口,b'\x00',1629,1629,131,5,109.356222,24.353833,2020/12/12 3:00,2020/12/12 3:00
143430,29042,邱家村,b'\x00',496,496,131,6,109.351861,24.355861,2020/12/12 3:00,2020/12/12 3:00
143431,29043,柳太路中,b'\x00',270,270,131,7,109.349472,24.356944,2020/12/12 3:00,2020/12/12 3:00
143432,29044,和平村东,b'\x00',919,919,131,8,109.340417,24.357278,2020/12/12 3:00,2020/12/12 3:00
143433,29045,和平新村,b'\x00',390,390,131,9,109.336722,24.358278,2020/12/12 3:00,2020/12/12 3:00
143434,29046,罗家屯翡翠谷山庄,b'\x00',800,800,131,10,109.330667,24.362889,2020/12/12 3:00,2020/12/12 3:00
143435,29047,新圩,b'\x00',1398,1398,131,11,109.317722,24.367222,2020/12/12 3:00,2020/12/12 3:00
143436,29048,新圩西,b'\x00',459,459,131,12,109.313194,24.367222,2020/12/12 3:00,2020/12/12 3:00
143437,29049,露塘路口,b'\x00',443,443,131,13,109.309194,24.365611,2020/12/12 3:00,2020/12/12 3:00
143438,29050,万竹园,b'\x00',1121,1121,131,14,109.298194,24.364556,2020/12/12 3:00,2020/12/12 3:00
