id,station_id,station_name,direction,beeline_dis,actual_dis,line_no,sort,lng,lat,create_time,update_time
140709,30858,水天一州,b'\x00',0,0,771,1,109.387806,24.355333,2020/12/12 3:00,2020/12/12 3:00
140710,30859,桂景湾,b'\x00',223,223,771,2,109.389167,24.35375,2020/12/12 3:00,2020/12/12 3:00
140711,30860,凤糖集团,b'\x00',657,657,771,3,109.395583,24.352917,2020/12/12 3:00,2020/12/12 3:00
140712,30861,北雀红碑路口,b'\x00',467,467,771,4,109.396333,24.357056,2020/12/12 3:00,2020/12/12 3:00
140713,30862,区三建,b'\x00',454,454,771,5,109.395056,24.360972,2020/12/12 3:00,2020/12/12 3:00
140714,30863,柳北文化商业广场,b'\x00',576,576,771,6,109.393972,24.366056,2020/12/12 3:00,2020/12/12 3:00
140715,30864,前锋路口,b'\x00',666,666,771,7,109.392639,24.371917,2020/12/12 3:00,2020/12/12 3:00
140716,30865,冶建公司,b'\x00',281,281,771,8,109.392611,24.374444,2020/12/12 3:00,2020/12/12 3:00
140717,30866,柳钢,b'\x00',455,455,771,9,109.394667,24.378083,2020/12/12 3:00,2020/12/12 3:00
140718,30867,柳北大市场,b'\x00',423,423,771,10,109.398056,24.380306,2020/12/12 3:00,2020/12/12 3:00
140719,30868,怡园新苑,b'\x00',468,468,771,11,109.402139,24.382278,2020/12/12 3:00,2020/12/12 3:00
140720,30869,鹧鸪江路口,b'\x00',443,443,771,12,109.405639,24.384667,2020/12/12 3:00,2020/12/12 3:00
140721,30870,香兰大道南,b'\x00',644,644,771,13,109.404472,24.390361,2020/12/12 3:00,2020/12/12 3:00
140722,30871,柳北区税务局,b'\x00',655,655,771,14,109.404361,24.39625,2020/12/12 3:00,2020/12/12 3:00
140723,30872,思源路口,b'\x00',593,593,771,15,109.410083,24.397361,2020/12/12 3:00,2020/12/12 3:00
140724,30873,富仕云商产业园,b'\x00',580,580,771,16,109.414889,24.400194,2020/12/12 3:00,2020/12/12 3:00
140725,30874,鹧鸪江大桥南,b'\x00',2312,2312,771,17,109.429861,24.384528,2020/12/12 3:00,2020/12/12 3:00
140726,30875,中医院东院南门,b'\x00',870,870,771,18,109.434583,24.378,2020/12/12 3:00,2020/12/12 3:00
140727,30876,中医院东院北门,b'\x01',219,219,771,1,109.435389,24.379833,2020/12/12 3:00,2020/12/12 3:00
140728,30877,鹧鸪江大桥南,b'\x01',557,557,771,2,109.430389,24.381917,2020/12/12 3:00,2020/12/12 3:00
140729,30878,富仕云商产业园,b'\x01',2278,2278,771,3,109.415889,24.397556,2020/12/12 3:00,2020/12/12 3:00
140730,30879,思源路口,b'\x01',560,560,771,4,109.410361,24.397611,2020/12/12 3:00,2020/12/12 3:00
140731,30880,柳北区税务局,b'\x01',715,715,771,5,109.403583,24.395806,2020/12/12 3:00,2020/12/12 3:00
140732,30881,香兰大道南,b'\x01',439,439,771,6,109.404083,24.391889,2020/12/12 3:00,2020/12/12 3:00
140733,30882,鹧鸪江路口,b'\x01',715,715,771,7,109.405111,24.385528,2020/12/12 3:00,2020/12/12 3:00
140734,30883,怡园新苑,b'\x01',331,331,771,8,109.403667,24.382861,2020/12/12 3:00,2020/12/12 3:00
140735,30884,柳北大市场,b'\x01',549,549,771,9,109.398694,24.380889,2020/12/12 3:00,2020/12/12 3:00
140736,30885,柳钢,b'\x01',442,442,771,10,109.395278,24.378417,2020/12/12 3:00,2020/12/12 3:00
140737,30886,冶建公司,b'\x01',365,365,771,11,109.392472,24.376361,2020/12/12 3:00,2020/12/12 3:00
140738,30887,前锋路口,b'\x01',457,457,771,12,109.3925,24.37225,2020/12/12 3:00,2020/12/12 3:00
140739,30888,柳北文化商业广场,b'\x01',663,663,771,13,109.393694,24.366389,2020/12/12 3:00,2020/12/12 3:00
140740,30889,区三建,b'\x01',427,427,771,14,109.394944,24.362722,2020/12/12 3:00,2020/12/12 3:00
140741,30890,北雀红碑路口,b'\x01',601,601,771,15,109.396056,24.357417,2020/12/12 3:00,2020/12/12 3:00
140742,30891,凤糖集团,b'\x01',490,490,771,16,109.397333,24.353167,2020/12/12 3:00,2020/12/12 3:00
140743,30892,桂景湾,b'\x01',662,662,771,17,109.390806,24.353056,2020/12/12 3:00,2020/12/12 3:00
140744,30893,水天一州,b'\x01',380,380,771,18,109.387528,24.354722,2020/12/12 3:00,2020/12/12 3:00
140745,12319,雀儿山公园,b'\x00',0,0,261,1,109.402111,24.364222,2020/12/12 3:00,2020/12/12 3:00
140746,12320,河东大桥西,b'\x00',927,927,261,2,109.41125,24.363833,2020/12/12 3:00,2020/12/12 3:00
140747,12321,河东大桥东,b'\x00',1435,1435,261,3,109.425389,24.363278,2020/12/12 3:00,2020/12/12 3:00
140748,12322,河东路,b'\x00',470,470,261,4,109.430028,24.363111,2020/12/12 3:00,2020/12/12 3:00
140749,12323,东园公交站恒达机械制造公司,b'\x00',243,243,261,5,109.432194,24.362167,2020/12/12 3:00,2020/12/12 3:00
140750,12324,两面针,b'\x00',630,630,261,6,109.432778,24.356528,2020/12/12 3:00,2020/12/12 3:00
140751,12325,鹿山花苑,b'\x00',530,530,261,7,109.43325,24.351778,2020/12/12 3:00,2020/12/12 3:00
140752,12326,体育中心,b'\x00',382,382,261,8,109.433611,24.348361,2020/12/12 3:00,2020/12/12 3:00
140753,12327,高新一路东,b'\x00',442,442,261,9,109.433556,24.344389,2020/12/12 3:00,2020/12/12 3:00
140754,12328,市检察院,b'\x00',442,442,261,10,109.429194,24.344389,2020/12/12 3:00,2020/12/12 3:00
140755,12329,东城印象,b'\x00',346,346,261,11,109.425778,24.344361,2020/12/12 3:00,2020/12/12 3:00
140756,12330,高新开发区,b'\x00',383,383,261,12,109.422,24.344361,2020/12/12 3:00,2020/12/12 3:00
140757,12331,东堤旅游码头,b'\x00',275,275,261,13,109.419333,24.343917,2020/12/12 3:00,2020/12/12 3:00
140758,12332,高新南路,b'\x00',348,348,261,14,109.421083,24.341222,2020/12/12 3:00,2020/12/12 3:00
140759,12333,壶东大桥东,b'\x00',254,254,261,15,109.423167,24.339944,2020/12/12 3:00,2020/12/12 3:00
140760,12334,壶东大桥西,b'\x00',1437,1437,261,16,109.409583,24.33625,2020/12/12 3:00,2020/12/12 3:00
140761,12335,恒达巴士公司解放卫生服务中心,b'\x00',303,303,261,17,109.406833,24.335167,2020/12/12 3:00,2020/12/12 3:00
140762,12336,火车北站,b'\x00',411,411,261,18,109.404389,24.332222,2020/12/12 3:00,2020/12/12 3:00
140763,12337,北站路,b'\x00',628,628,261,19,109.406944,24.327083,2020/12/12 3:00,2020/12/12 3:00
140764,12338,弯塘路北,b'\x00',802,802,261,20,109.412944,24.322389,2020/12/12 3:00,2020/12/12 3:00
140765,12339,弯塘路南,b'\x00',456,456,261,21,109.412528,24.318306,2020/12/12 3:00,2020/12/12 3:00
140766,12340,市中医院,b'\x00',391,391,261,22,109.408833,24.319333,2020/12/12 3:00,2020/12/12 3:00
140767,12341,广场路中瑞口腔,b'\x00',490,490,261,23,109.405889,24.322833,2020/12/12 3:00,2020/12/12 3:00
140768,12342,八一路中,b'\x00',161,161,261,24,109.404528,24.323583,2020/12/12 3:00,2020/12/12 3:00
140769,12343,市建委,b'\x00',256,256,261,25,109.404444,24.325889,2020/12/12 3:00,2020/12/12 3:00
140770,12344,火车北站,b'\x00',618,618,261,26,109.4045,24.331444,2020/12/12 3:00,2020/12/12 3:00
140771,12345,恒达巴士公司解放卫生服务中心,b'\x00',453,453,261,27,109.4055,24.335417,2020/12/12 3:00,2020/12/12 3:00
140772,12346,壶东大桥西,b'\x00',404,404,261,28,109.409472,24.33575,2020/12/12 3:00,2020/12/12 3:00
140773,12347,壶东大桥东,b'\x00',1427,1427,261,29,109.423222,24.338472,2020/12/12 3:00,2020/12/12 3:00
140774,12348,高新南路,b'\x00',324,324,261,30,109.42225,24.34125,2020/12/12 3:00,2020/12/12 3:00
140775,12349,东堤旅游码头,b'\x00',342,342,261,31,109.4195,24.343028,2020/12/12 3:00,2020/12/12 3:00
140776,12350,高新开发区,b'\x00',214,214,261,32,109.421111,24.344278,2020/12/12 3:00,2020/12/12 3:00
140777,12351,东城印象,b'\x00',310,310,261,33,109.424167,24.344306,2020/12/12 3:00,2020/12/12 3:00
140778,12352,市检察院,b'\x00',428,428,261,34,109.428389,24.344278,2020/12/12 3:00,2020/12/12 3:00
140779,12353,高新一路东,b'\x00',459,459,261,35,109.432917,24.344306,2020/12/12 3:00,2020/12/12 3:00
140780,12354,体育中心,b'\x00',272,272,261,36,109.434111,24.3465,2020/12/12 3:00,2020/12/12 3:00
140781,12355,鹿山花苑,b'\x00',568,568,261,37,109.433583,24.351583,2020/12/12 3:00,2020/12/12 3:00
140782,12356,两面针,b'\x00',465,465,261,38,109.433167,24.35575,2020/12/12 3:00,2020/12/12 3:00
140783,12357,东园公交站恒达机械制造公司,b'\x00',383,383,261,39,109.432722,24.359167,2020/12/12 3:00,2020/12/12 3:00
140784,12358,河东路,b'\x00',464,464,261,40,109.431528,24.363194,2020/12/12 3:00,2020/12/12 3:00
140785,12359,河东大桥东,b'\x00',533,533,261,41,109.426278,24.363472,2020/12/12 3:00,2020/12/12 3:00
140786,12360,河东大桥西,b'\x00',1463,1463,261,42,109.411861,24.364083,2020/12/12 3:00,2020/12/12 3:00
140787,12361,雀儿山公园,b'\x00',1054,1054,261,43,109.401472,24.364444,2020/12/12 3:00,2020/12/12 3:00
140788,6067,建都开发区,b'\x00',0,0,1031,1,109.331111,24.254028,2020/12/12 3:00,2020/12/12 3:00
140789,6068,柳江人民医院,b'\x00',162,162,1031,2,109.329528,24.25425,2020/12/12 3:00,2020/12/12 3:00
140790,6069,江城,b'\x00',332,332,1031,3,109.328583,24.257111,2020/12/12 3:00,2020/12/12 3:00
140791,6070,柳江农贸市场,b'\x00',555,555,1031,4,109.332361,24.260722,2020/12/12 3:00,2020/12/12 3:00
140792,6071,柳江农贸路口,b'\x00',374,374,1031,5,109.334722,24.263306,2020/12/12 3:00,2020/12/12 3:00
140793,6072,火电公司,b'\x00',579,579,1031,6,109.340417,24.262944,2020/12/12 3:00,2020/12/12 3:00
140794,6073,柳堡路东,b'\x00',310,310,1031,7,109.343389,24.262278,2020/12/12 3:00,2020/12/12 3:00
140795,6074,第三开发区,b'\x00',425,425,1031,8,109.347583,24.262222,2020/12/12 3:00,2020/12/12 3:00
140796,6075,南环柳邕路口,b'\x00',1009,1009,1031,9,109.357222,24.259972,2020/12/12 3:00,2020/12/12 3:00
140797,6076,南环路西,b'\x00',876,876,1031,10,109.365861,24.260028,2020/12/12 3:00,2020/12/12 3:00
140798,6077,南环综合市场,b'\x00',759,759,1031,11,109.373056,24.261889,2020/12/12 3:00,2020/12/12 3:00
140799,6078,龙怀路中,b'\x00',423,423,1031,12,109.373028,24.265694,2020/12/12 3:00,2020/12/12 3:00
140800,6079,兴国路口,b'\x00',323,323,1031,13,109.374417,24.268306,2020/12/12 3:00,2020/12/12 3:00
140801,6080,航岭路中,b'\x00',250,250,1031,14,109.376639,24.269278,2020/12/12 3:00,2020/12/12 3:00
140802,6081,航岭路北,b'\x00',476,476,1031,15,109.376667,24.273556,2020/12/12 3:00,2020/12/12 3:00
140803,6082,张公岭,b'\x00',545,545,1031,16,109.37625,24.278444,2020/12/12 3:00,2020/12/12 3:00
140804,6083,同济医院,b'\x00',248,248,1031,17,109.3745,24.276889,2020/12/12 3:00,2020/12/12 3:00
140805,6084,鹏飞菜市,b'\x00',423,423,1031,18,109.371222,24.274528,2020/12/12 3:00,2020/12/12 3:00
140806,6085,柳邕高级中学,b'\x00',348,348,1031,19,109.368194,24.273056,2020/12/12 3:00,2020/12/12 3:00
140807,6086,柳邕客运站,b'\x00',488,488,1031,20,109.363417,24.272528,2020/12/12 3:00,2020/12/12 3:00
140808,6087,地区高中,b'\x00',836,836,1031,21,109.356889,24.267944,2020/12/12 3:00,2020/12/12 3:00
140809,6088,柳汽二基地,b'\x00',486,486,1031,22,109.355111,24.263889,2020/12/12 3:00,2020/12/12 3:00
140810,6089,第三开发区,b'\x00',774,774,1031,23,109.347667,24.262361,2020/12/12 3:00,2020/12/12 3:00
140811,6090,柳堡路东,b'\x00',358,358,1031,24,109.344139,24.262444,2020/12/12 3:00,2020/12/12 3:00
140812,6091,火电公司,b'\x00',380,380,1031,25,109.340444,24.263028,2020/12/12 3:00,2020/12/12 3:00
140813,6092,柳江农贸市场,b'\x00',728,728,1031,26,109.333278,24.262583,2020/12/12 3:00,2020/12/12 3:00
140814,6093,江城,b'\x00',629,629,1031,27,109.329556,24.258056,2020/12/12 3:00,2020/12/12 3:00
140815,6094,柳江人民医院,b'\x00',402,402,1031,28,109.328556,24.254556,2020/12/12 3:00,2020/12/12 3:00
140816,6095,建都开发区,b'\x00',267,267,1031,29,109.331111,24.253972,2020/12/12 3:00,2020/12/12 3:00
140817,14061,水天一州,b'\x00',0,0,521,1,109.387833,24.355361,2020/12/12 3:00,2020/12/12 3:00
140818,14062,桂景湾,b'\x00',242,242,521,2,109.389333,24.353667,2020/12/12 3:00,2020/12/12 3:00
140819,14063,凤糖集团,b'\x00',656,656,521,3,109.39575,24.352889,2020/12/12 3:00,2020/12/12 3:00
140820,14064,桂景湾东,b'\x00',323,323,521,4,109.398361,24.351222,2020/12/12 3:00,2020/12/12 3:00
140821,14065,康城,b'\x00',318,318,521,5,109.398389,24.348361,2020/12/12 3:00,2020/12/12 3:00
140822,14066,新园小居,b'\x00',381,381,521,6,109.398972,24.344972,2020/12/12 3:00,2020/12/12 3:00
140823,14067,恒兴名园,b'\x00',375,375,521,7,109.400389,24.341861,2020/12/12 3:00,2020/12/12 3:00
140824,14068,壶西大桥东,b'\x00',242,242,521,8,109.400833,24.339722,2020/12/12 3:00,2020/12/12 3:00
140825,14069,壶东大桥东,b'\x00',2441,2441,521,9,109.424806,24.337722,2020/12/12 3:00,2020/12/12 3:00
140826,14070,华信国际东,b'\x00',543,543,521,10,109.430167,24.337833,2020/12/12 3:00,2020/12/12 3:00
140827,14071,马鹿山公园南,b'\x00',625,625,521,11,109.436333,24.337944,2020/12/12 3:00,2020/12/12 3:00
140828,14072,交警支队,b'\x00',1196,1196,521,12,109.446083,24.331889,2020/12/12 3:00,2020/12/12 3:00
140829,14073,万象城,b'\x00',596,596,521,13,109.445472,24.326556,2020/12/12 3:00,2020/12/12 3:00
140830,14074,市人民医院,b'\x00',495,495,521,14,109.440611,24.326167,2020/12/12 3:00,2020/12/12 3:00
140831,14075,万达广场,b'\x00',743,743,521,15,109.435556,24.331,2020/12/12 3:00,2020/12/12 3:00
140832,14076,科大西门,b'\x00',517,517,521,16,109.435306,24.335639,2020/12/12 3:00,2020/12/12 3:00
140833,14077,华信国际东,b'\x00',465,465,521,17,109.4315,24.337972,2020/12/12 3:00,2020/12/12 3:00
140834,14078,壶东大桥东,b'\x00',631,631,521,18,109.425278,24.337861,2020/12/12 3:00,2020/12/12 3:00
140835,14079,壶西大桥东,b'\x00',2484,2484,521,19,109.400833,24.339306,2020/12/12 3:00,2020/12/12 3:00
140836,14080,恒兴名园,b'\x00',242,242,521,20,109.400583,24.341472,2020/12/12 3:00,2020/12/12 3:00
140837,14081,新园小居,b'\x00',329,329,521,21,109.399389,24.344222,2020/12/12 3:00,2020/12/12 3:00
140838,14082,康城,b'\x00',352,352,521,22,109.398472,24.347278,2020/12/12 3:00,2020/12/12 3:00
140839,14083,桂景湾东,b'\x00',374,374,521,23,109.398444,24.350639,2020/12/12 3:00,2020/12/12 3:00
140840,14084,凤糖集团,b'\x00',310,310,521,24,109.397028,24.353111,2020/12/12 3:00,2020/12/12 3:00
140841,14085,桂景湾,b'\x00',631,631,521,25,109.390806,24.353083,2020/12/12 3:00,2020/12/12 3:00
140842,14086,水天一州,b'\x00',383,383,521,26,109.3875,24.35475,2020/12/12 3:00,2020/12/12 3:00
140843,31088,海川家具市场香兰公交,b'\x00',0,0,11,1,109.399722,24.391194,2020/12/12 3:00,2020/12/12 3:00
140844,31089,鹧鸪江农贸市场,b'\x00',411,411,11,2,109.403194,24.389278,2020/12/12 3:00,2020/12/12 3:00
140845,31090,鹧鸪江路口,b'\x00',457,457,11,3,109.405111,24.385556,2020/12/12 3:00,2020/12/12 3:00
140846,31091,怡园新苑,b'\x00',359,359,11,4,109.403306,24.382778,2020/12/12 3:00,2020/12/12 3:00
140847,31092,柳北大市场,b'\x00',498,498,11,5,109.398806,24.380972,2020/12/12 3:00,2020/12/12 3:00
140848,31093,柳钢,b'\x00',480,480,11,6,109.395056,24.378333,2020/12/12 3:00,2020/12/12 3:00
140849,31094,冶建公司,b'\x00',360,360,11,7,109.392556,24.376028,2020/12/12 3:00,2020/12/12 3:00
140850,31095,前锋路口,b'\x00',445,445,11,8,109.392611,24.372028,2020/12/12 3:00,2020/12/12 3:00
140851,31096,柳北文化商业广场,b'\x00',666,666,11,9,109.393806,24.366139,2020/12/12 3:00,2020/12/12 3:00
140852,31097,第九中学,b'\x00',552,552,11,10,109.398833,24.364222,2020/12/12 3:00,2020/12/12 3:00
140853,31098,雀儿山公园,b'\x00',273,273,11,11,109.401528,24.364222,2020/12/12 3:00,2020/12/12 3:00
140854,31099,白沙,b'\x00',715,715,11,12,109.406528,24.359694,2020/12/12 3:00,2020/12/12 3:00
140855,31100,二安,b'\x00',648,648,11,13,109.406056,24.353889,2020/12/12 3:00,2020/12/12 3:00
140856,31101,白沙立交桥,b'\x00',365,365,11,14,109.405833,24.350611,2020/12/12 3:00,2020/12/12 3:00
140857,31102,欧雅城市广场,b'\x00',803,803,11,15,109.405194,24.343417,2020/12/12 3:00,2020/12/12 3:00
140858,31103,恒达巴士公司,b'\x00',942,942,11,16,109.404611,24.334972,2020/12/12 3:00,2020/12/12 3:00
140859,31104,火车北站,b'\x00',403,403,11,17,109.404333,24.331361,2020/12/12 3:00,2020/12/12 3:00
140860,31105,市建委,b'\x00',735,735,11,18,109.404361,24.32475,2020/12/12 3:00,2020/12/12 3:00
140861,31106,八一路南,b'\x00',321,321,11,19,109.404444,24.321861,2020/12/12 3:00,2020/12/12 3:00
140862,31107,广场东通道,b'\x00',400,400,11,20,109.407417,24.3195,2020/12/12 3:00,2020/12/12 3:00
140863,31108,广场路中瑞口腔,b'\x00',395,395,11,21,109.406,24.322806,2020/12/12 3:00,2020/12/12 3:00
140864,31109,八一路中,b'\x00',174,174,11,22,109.404528,24.323611,2020/12/12 3:00,2020/12/12 3:00
140865,31110,市建委,b'\x00',275,275,11,23,109.404389,24.326083,2020/12/12 3:00,2020/12/12 3:00
140866,31111,火车北站,b'\x00',606,606,11,24,109.404417,24.331528,2020/12/12 3:00,2020/12/12 3:00
140867,31112,恒达巴士公司,b'\x00',310,310,11,25,109.404639,24.334306,2020/12/12 3:00,2020/12/12 3:00
140868,31113,欧雅城市广场,b'\x00',1007,1007,11,26,109.405361,24.343333,2020/12/12 3:00,2020/12/12 3:00
140869,31114,白沙立交桥,b'\x00',762,762,11,27,109.405917,24.350167,2020/12/12 3:00,2020/12/12 3:00
140870,31115,二安,b'\x00',551,551,11,28,109.40625,24.355111,2020/12/12 3:00,2020/12/12 3:00
140871,31116,白沙,b'\x00',378,378,11,29,109.406556,24.3585,2020/12/12 3:00,2020/12/12 3:00
140872,31117,雀儿山公园第九中学,b'\x00',1014,1014,11,30,109.399083,24.364556,2020/12/12 3:00,2020/12/12 3:00
140873,31118,柳北文化商业广场,b'\x00',553,553,11,31,109.393917,24.366167,2020/12/12 3:00,2020/12/12 3:00
140874,31119,前锋路口,b'\x00',670,670,11,32,109.392694,24.372083,2020/12/12 3:00,2020/12/12 3:00
140875,31120,冶建公司,b'\x00',300,300,11,33,109.392639,24.374778,2020/12/12 3:00,2020/12/12 3:00
140876,31121,柳钢,b'\x00',413,413,11,34,109.394556,24.378056,2020/12/12 3:00,2020/12/12 3:00
140877,31122,柳北大市场,b'\x00',439,439,11,35,109.398056,24.380389,2020/12/12 3:00,2020/12/12 3:00
140878,31123,怡园新苑,b'\x00',464,464,11,36,109.402139,24.382278,2020/12/12 3:00,2020/12/12 3:00
140879,31124,鹧鸪江路口,b'\x00',466,466,11,37,109.405556,24.385083,2020/12/12 3:00,2020/12/12 3:00
140880,31125,鹧鸪江农贸市场,b'\x00',445,445,11,38,109.403861,24.388778,2020/12/12 3:00,2020/12/12 3:00
140881,31126,海川家具市场香兰公交,b'\x00',478,478,11,39,109.400083,24.391361,2020/12/12 3:00,2020/12/12 3:00
140882,31234,桃源居,b'\x00',0,0,781,1,109.390944,24.358583,2020/12/12 3:00,2020/12/12 3:00
140883,31235,桃源路,b'\x00',563,563,781,2,109.395917,24.356333,2020/12/12 3:00,2020/12/12 3:00
140884,31236,十九中学,b'\x00',358,358,781,3,109.399444,24.356167,2020/12/12 3:00,2020/12/12 3:00
140885,31237,红卫仓建材市场,b'\x00',383,383,781,4,109.403222,24.356083,2020/12/12 3:00,2020/12/12 3:00
140886,31238,二安,b'\x00',369,369,781,5,109.406028,24.353972,2020/12/12 3:00,2020/12/12 3:00
140887,31239,白沙立交桥,b'\x00',374,374,781,6,109.405833,24.350611,2020/12/12 3:00,2020/12/12 3:00
140888,31240,欧雅城市广场,b'\x00',800,800,781,7,109.405222,24.343444,2020/12/12 3:00,2020/12/12 3:00
140889,31241,恒达巴士公司,b'\x00',926,926,781,8,109.404611,24.335139,2020/12/12 3:00,2020/12/12 3:00
140890,31242,火车北站,b'\x00',437,437,781,9,109.404306,24.331222,2020/12/12 3:00,2020/12/12 3:00
140891,31243,市建委,b'\x00',711,711,781,10,109.404306,24.324833,2020/12/12 3:00,2020/12/12 3:00
140892,31244,市妇幼保健院,b'\x00',408,408,781,11,109.404472,24.321167,2020/12/12 3:00,2020/12/12 3:00
140893,31245,文惠路西,b'\x00',603,603,781,12,109.409639,24.318472,2020/12/12 3:00,2020/12/12 3:00
140894,31246,弯塘路南,b'\x00',288,288,781,13,109.412361,24.317722,2020/12/12 3:00,2020/12/12 3:00
140895,31247,弯塘路北,b'\x00',581,581,781,14,109.4125,24.322944,2020/12/12 3:00,2020/12/12 3:00
140896,31248,市民广场市政务服务中心,b'\x00',1153,1153,781,15,109.42225,24.328278,2020/12/12 3:00,2020/12/12 3:00
140897,31249,文昌路西,b'\x00',755,755,781,16,109.428833,24.325111,2020/12/12 3:00,2020/12/12 3:00
140898,31250,万达广场,b'\x00',945,945,781,17,109.435556,24.331,2020/12/12 3:00,2020/12/12 3:00
140899,31251,柳州东街,b'\x00',435,435,781,18,109.439278,24.332944,2020/12/12 3:00,2020/12/12 3:00
140900,31252,市人民医院东,b'\x00',470,470,781,19,109.441583,24.329278,2020/12/12 3:00,2020/12/12 3:00
140901,31253,市人民医院,b'\x00',360,360,781,20,109.440611,24.326167,2020/12/12 3:00,2020/12/12 3:00
140902,31254,文昌路西,b'\x00',1029,1029,781,21,109.4305,24.325417,2020/12/12 3:00,2020/12/12 3:00
140903,31255,市民广场市政务服务中心,b'\x00',941,941,781,22,109.422167,24.329139,2020/12/12 3:00,2020/12/12 3:00
140904,31256,广场路中瑞口腔,b'\x00',1803,1803,781,23,109.405833,24.32275,2020/12/12 3:00,2020/12/12 3:00
140905,31257,八一路中,b'\x00',159,159,781,24,109.404556,24.323583,2020/12/12 3:00,2020/12/12 3:00
140906,31258,市建委,b'\x00',272,272,781,25,109.404389,24.326028,2020/12/12 3:00,2020/12/12 3:00
140907,31259,火车北站,b'\x00',630,630,781,26,109.404528,24.331694,2020/12/12 3:00,2020/12/12 3:00
140908,31260,恒达巴士公司,b'\x00',297,297,781,27,109.404722,24.334361,2020/12/12 3:00,2020/12/12 3:00
140909,31261,欧雅城市广场,b'\x00',998,998,781,28,109.405417,24.343306,2020/12/12 3:00,2020/12/12 3:00
140910,31262,白沙立交桥,b'\x00',765,765,781,29,109.405917,24.350167,2020/12/12 3:00,2020/12/12 3:00
140911,31263,红卫仓建材市场,b'\x00',694,694,781,30,109.403833,24.356111,2020/12/12 3:00,2020/12/12 3:00
140912,31264,十九中学,b'\x00',332,332,781,31,109.400556,24.356083,2020/12/12 3:00,2020/12/12 3:00
140913,31265,桃源路,b'\x00',354,354,781,32,109.397056,24.356083,2020/12/12 3:00,2020/12/12 3:00
140914,31266,桃源居,b'\x00',737,737,781,33,109.390444,24.358833,2020/12/12 3:00,2020/12/12 3:00
140915,24873,十一冶二区,b'\x00',0,0,271,1,109.359083,24.340111,2020/12/12 3:00,2020/12/12 3:00
140916,24874,面粉总公司,b'\x00',839,839,271,2,109.361139,24.332806,2020/12/12 3:00,2020/12/12 3:00
140917,24875,十一冶,b'\x00',550,550,271,3,109.361,24.327861,2020/12/12 3:00,2020/12/12 3:00
140918,24876,钢圈厂,b'\x00',321,321,271,4,109.360944,24.324972,2020/12/12 3:00,2020/12/12 3:00
140919,24877,柳工,b'\x00',745,745,271,5,109.361694,24.318306,2020/12/12 3:00,2020/12/12 3:00
140920,24878,星园林居小区,b'\x00',411,411,271,6,109.36575,24.318417,2020/12/12 3:00,2020/12/12 3:00
140921,24879,和平路中,b'\x00',569,569,271,7,109.371361,24.318528,2020/12/12 3:00,2020/12/12 3:00
140922,24880,和平路小学,b'\x00',327,327,271,8,109.374583,24.318611,2020/12/12 3:00,2020/12/12 3:00
140923,24881,西环路口,b'\x00',431,431,271,9,109.378833,24.318778,2020/12/12 3:00,2020/12/12 3:00
140924,24882,鹅山公园,b'\x00',401,401,271,10,109.382361,24.317139,2020/12/12 3:00,2020/12/12 3:00
140925,24883,火车站西广场,b'\x00',443,443,271,11,109.382639,24.313167,2020/12/12 3:00,2020/12/12 3:00
140926,24884,龙屯立交工人医院西院,b'\x00',1478,1478,271,12,109.369417,24.307583,2020/12/12 3:00,2020/12/12 3:00
140927,24885,柳州铁一中,b'\x00',1776,1776,271,13,109.386361,24.303556,2020/12/12 3:00,2020/12/12 3:00
140928,24886,红光小区,b'\x00',561,561,271,14,109.391861,24.303028,2020/12/12 3:00,2020/12/12 3:00
140929,24887,市二空医院,b'\x00',315,315,271,15,109.394917,24.302528,2020/12/12 3:00,2020/12/12 3:00
140930,24888,柳邕一小,b'\x00',809,809,271,16,109.402472,24.300194,2020/12/12 3:00,2020/12/12 3:00
140931,24889,鱼峰路健民医院,b'\x00',788,788,271,17,109.405556,24.306694,2020/12/12 3:00,2020/12/12 3:00
140932,24890,龙城路,b'\x00',1123,1123,271,18,109.406472,24.31675,2020/12/12 3:00,2020/12/12 3:00
140933,24891,市中医院,b'\x00',419,419,271,19,109.408806,24.319861,2020/12/12 3:00,2020/12/12 3:00
140934,24892,广场路下穿通道中瑞口腔,b'\x00',391,391,271,20,109.406611,24.32275,2020/12/12 3:00,2020/12/12 3:00
140935,24893,广雅路中第十五中学,b'\x00',614,614,271,21,109.400833,24.324417,2020/12/12 3:00,2020/12/12 3:00
140936,24894,广雅大桥东,b'\x00',326,326,271,22,109.39825,24.326167,2020/12/12 3:00,2020/12/12 3:00
140937,24895,天江丽都,b'\x00',396,396,271,23,109.39925,24.329611,2020/12/12 3:00,2020/12/12 3:00
140938,24896,雅儒路北,b'\x00',472,472,271,24,109.400722,24.333639,2020/12/12 3:00,2020/12/12 3:00
140939,24897,壶西大桥东,b'\x00',538,538,271,25,109.4005,24.338472,2020/12/12 3:00,2020/12/12 3:00
140940,24898,市疾控中心,b'\x00',983,983,271,26,109.390806,24.338389,2020/12/12 3:00,2020/12/12 3:00
140941,24899,河西小区,b'\x00',1065,1065,271,27,109.380306,24.338444,2020/12/12 3:00,2020/12/12 3:00
140942,24900,市潭中人民医院西院,b'\x00',400,400,271,28,109.376361,24.338472,2020/12/12 3:00,2020/12/12 3:00
140943,24901,河西路口,b'\x00',971,971,271,29,109.372972,24.330306,2020/12/12 3:00,2020/12/12 3:00
