user_id,vehicle_no,line_no,station_no,on_site_time,lng,lat,run_id,station_id,dest,transfer
54504754436218651936647,2112,8002,2,1602215654.0,109.43138,24.36321,18742643,17234,0,0
54504754436218651936647,1603,8002,26,1602225065.0,109.42726,24.3355,18743126,17260,0,0
54504754436218651936647,2100,8002,2,1602235387.0,109.4323,24.36256,18744513,17234,0,0
54504754438337144555399,2215,541,8,1602219605.0,109.41035,24.33237,18742782,31557,0,0
54504754438337144555399,2215,541,8,1602219623.0,109.41035,24.33237,18742782,31557,0,0
54504754440515766716295,2285,621,30,1602199956.0,109.4254,24.30664,18740289,25887,0,0
54504754441766675941255,1989,51,3,1602200699.0,109.40574,24.38407,18740043,31129,0,0
54504754441766675941255,1928,11,25,1602239955.0,109.40466,24.33301,18744414,31112,0,0
54504754443362256291719,1283,5091,17,1602221750.0,109.42696,24.36975,18742778,29903,0,0
54504754443362256291719,2080,291,10,1602223649.0,109.39495,24.36263,18742425,30611,0,0
54504754443589889558407,1782,921,19,1602201848.0,109.37904,24.32146,18741074,29130,0,0
54504754445220903389063,1653,8008,24,1602213589.0,109.4032,24.3177,18741510,31672,0,0
54504754445239157000071,1310,61,1,1602213548.0,109.43581,24.30693,18742334,11099,0,0
54504754447350133426055,2238,241,21,1602201652.0,109.4085,24.32074,18739991,30464,0,0
54504754449684448151431,2323,101,4,1602226346.0,109.31304,24.26032,18743811,27563,0,0
54504754450731346429831,1927,11,7,1602220961.0,109.39318,24.37755,18742887,31094,0,0
54504754450731346429831,2254,191,28,1602224318.0,109.40871,24.32071,18743142,31224,0,0
54504754450999781885831,2374,281,30,1602240541.0,109.37632,24.26843,18743866,28274,0,0
54504754452483693086599,1824,211,7,1602240655.0,109.4162,24.30381,18745018,30656,0,0
54504754455183080032135,2167,161,15,1602218011.0,109.39197,24.30316,18742706,30908,0,0
54504754455183080032135,2167,161,15,1602218037.0,109.39197,24.30316,18742706,30908,0,0
54504754495090842404743,2440,811,15,1602200966.0,109.37022,24.27386,18740936,28130,0,0
54504754498044706162567,1930,11,24,1602219121.0,109.4046,24.33217,18742693,31111,0,0
54504754498044706162567,1694,781,26,1602219756.0,109.40471,24.33278,18742187,31259,0,0
54504754500624907765639,2011,51,10,1602234031.0,109.40472,24.33554,18744467,31136,0,0
54504754501919840405383,2030,921,7,1602202639.0,109.39043,24.33809,18741010,29118,0,0
54504754501919840405383,1327,21,11,1602216986.0,109.40476,24.33511,18742576,30436,0,0
54504754508306456774535,2359,281,10,1602212054.0,109.38996000000002,24.29409,18742070,28254,0,0
54504754508306456774535,2366,281,16,1602220302.0,109.40596,24.32255,18742806,28260,0,0
54504754508306456774535,2361,281,16,1602251599.0,109.40445,24.32148,18743904,28260,0,0
54504754520538523633543,2407,321,36,1602205619.0,109.38994,24.26392,18741459,26236,0,0
54504754543500492539578,2148,1001,43,1602226448.0,109.415,24.35831,18743422,31470,0,0
54504754609844852360890,2212,901,7,1602224909.0,109.42983999999998,24.32552,18743576,31401,0,0
54504754722077716514490,2214,901,6,1602215518.0,109.4407,24.32623,18742455,31400,0,0
54504754722077716514490,1775,921,11,1602216501.0,109.4086,24.32266,18742646,29122,0,0
54504754722077716514490,1922,671,9,1602231256.0,109.38261,24.32182,18744161,31597,0,0
54504754722077716514490,2214,901,24,1602232231.0,109.40677,24.31886,18744199,31418,0,0
54504754778058320250554,2203,161,11,1602216206.0,109.40846,24.29576,18742663,30904,0,0
54504754778058320250554,2276,621,12,1602219144.0,109.40553,24.30487,18742920,25869,0,0
54504754995634921014970,2295,581,32,1602198279.0,109.40857,24.34711,18740295,31298,0,0
54504754995634921014970,1934,11,23,1602241215.0,109.40456,24.32644,18745157,31110,0,0
54504755005847279503034,2201,161,15,1602198643.0,109.39218,24.30305,18740149,30908,0,0
54504755059930581436090,1638,8006,11,1602204749.0,109.43579,24.30382,18741256,30782,0,0
54504755059930581436090,1643,8001,8,1602223976.0,109.551,24.38202,18743449,29715,0,0
54504755059930581436090,2277,621,22,1602226465.0,109.43919,24.32583,18743561,25879,0,0
54504755059975678592698,1904,731,10,1602207201.0,109.36253,24.32807,18741415,27805,0,0
54504755078805888960186,1946,181,24,1602209119.0,109.40543,24.3224,18741545,28450,0,0
54504755078805888960186,1943,181,10,1602233472.0,109.39499,24.36214,18744358,28436,0,0
54504755080011701028538,1668,8090,10,1602209403.0,109.45944,24.31341,18741693,29848,0,0
54504755286723108274641,2438,561,4,1602235223.0,109.39498,24.3625,18744446,13099,0,0
54504755420549994250705,2388,411,5,1602204938.0,109.42817,24.2829,18741393,28200,0,0
54504755647845032264145,2371,281,4,1602231541.0,109.38068,24.27412,18743850,28248,0,0
54504755824784799957457,1985,41,5,1602237704.0,109.43399,24.27965,18745228,26412,0,0
54504755824784799957457,2097,41,15,1602255228.0,109.40641,24.3165,18745878,26422,0,0
54504756281324791138587,1694,781,28,1602210704.0,109.40526,24.34187,18741260,31261,0,0
54504756380922935249179,2456,691,11,1602204811.0,109.41502,24.30622,18741060,28905,0,0
54504756380922935249179,2045,751,17,1602234336.0,109.42312,24.34674,18744647,27715,0,0
54504756640227290777902,2400,301,18,1602203490.0,109.40718,24.32249,18740108,25793,0,0
54504756743839081826606,2257,191,2,1602207158.0,109.40649,24.35929,18741591,31198,0,0
54504756743839081826606,2251,191,31,1602217500.0,109.40997,24.33908,18742313,31227,0,0
54504756743839081826606,1938,11,13,1602230194.0,109.40602,24.35291,18744218,31100,0,0
54504756743839081826606,1937,11,22,1602240183.0,109.40457,24.32323,18744979,31109,0,0
54504756824255901993262,2262,251,10,1602243281.0,109.39021,24.29025,18745906,27444,0,0
54504756824255901993262,2366,281,18,1602250265.0,109.40553,24.30687,18743899,28262,0,0
54504756995611138459951,2402,301,32,1602209752.0,109.43457,24.29667,18741443,25807,0,0
54504757372062874470703,2318,101,8,1602220790.0,109.33313,24.26197,18743015,27567,0,0
54504757686273018169647,2434,811,40,1602220293.0,109.38625,24.28825,18742578,28155,0,0
54504757740561404791087,2378,641,5,1602206637.0,109.38069,24.2749,18741595,28018,0,0
54504757740561404791087,2421,681,15,1602225454.0,109.39497,24.30618,18741192,19657,0,0
54504757863413575584047,1990,51,24,1602201808.0,109.40962,24.33337,18740040,31150,0,0
54504757960093289417007,2146,1001,34,1602240704.0,109.41621,24.31892,18744982,31461,0,0
54504758032830708058415,1629,8005,13,1602197922.0,109.43601,24.31778,18739856,24298,0,0
54504758491918688586031,2383,411,5,1602239414.0,109.42902,24.28229,18745376,28200,0,0
54504759421159559137055,2208,411,33,1602218631.0,109.38043,24.27673,18742602,28228,0,0
54504759598685589866271,2121,821,3,1602213982.0,109.43611,24.37944,18741829,29984,0,0
54504759598685589866271,2120,821,30,1602241571.0,109.42724,24.35423,18744241,30011,0,0
54504759617317157996319,2400,301,21,1602227062.0,109.41267,24.31505,18743609,25796,0,0
54504759743986480973599,1639,8001,19,1602206533.0,109.45593,24.32722,18741172,29726,0,0
54504759781870240007967,1796,31,34,1602203075.0,109.4057,24.38414,18739943,26567,0,0
54504759781870240007967,2392,301,19,1602204863.0,109.40452,24.32127,18740748,25794,0,0
54504759781870240007967,2131,341,23,1602226915.0,109.4402,24.32602,18743551,25551,0,0
54504759896040134412063,1589,8001,7,1602238532.0,109.56367,24.38565,18744978,29714,0,0
54504759936950771648287,1864,111,3,1602212694.0,109.36112,24.3288,18742262,28775,0,0
54504759954172516763423,2313,101,12,1602224364.0,109.36188,24.31064,18743251,27571,0,0
54504759954172516763423,2317,101,19,1602230935.0,109.40867,24.31892,18744170,27578,0,0
54504759961596367734559,2044,751,49,1602241704.0,109.40573,24.3848,18744793,27747,0,0
54504759984959916082975,2039,521,3,1602205835.0,109.39605,24.35126,18741356,14063,0,0
54504759984959916082975,2038,521,18,1602236643.0,109.42529,24.33792,18744438,14078,0,0
54504759985230499022623,1597,8003,9,1602230189.0,109.45583,24.31373,18744297,19208,0,0
54504759989730551007007,2025,751,9,1602216966.0,109.39818,24.36445,18742644,27707,0,0
54504759989730551007007,2028,751,38,1602224039.0,109.42719,24.35515,18743025,27736,0,0
54504760006796603557663,2244,241,24,1602226358.0,109.40992,24.33773,18743434,30467,0,0
54504760160161295763231,2028,751,17,1602206671.0,109.42317,24.3474,18740946,27715,0,0
54504760160161295763231,1574,761,15,1602209560.0,109.43034,24.3414,18741590,31722,0,0
54504760161835259266847,2366,281,4,1602206322.0,109.38065,24.27568,18741480,28248,0,0
54504760175528688748319,1911,121,14,1602219649.0,109.42488,24.31115,18742900,31837,0,0
54504760186703119910687,2110,8002,1,1602198949.0,109.43237,24.36184,18739838,17233,0,0
54504760186811567834911,2265,251,5,1602236442.0,109.39203,24.27291,18745052,27439,0,0
54504760186811567834911,2094,41,16,1602251514.0,109.40842,24.31878,18745860,26423,0,0
54504760193172414400287,1905,121,25,1602197342.0,109.41191,24.30804,18740109,31848,0,0
54504760193172414400287,1760,361,13,1602236253.0,109.40458999999998,24.32159,18744856,27425,0,0
54504760247533815465759,1314,61,11,1602244792.0,109.41084,24.32884,18745910,11109,0,0
54504760256702496900895,1896,271,25,1602223855.0,109.40088,24.33683,18743082,24897,0,0
54504760257895424067359,2121,821,21,1602200876.0,109.40807,24.32565,18740390,30002,0,0
54504760257895424067359,1798,261,12,1602215821.0,109.42337,24.34434,18742478,12330,0,0
54504760257895424067359,1799,261,12,1602238279.0,109.42286,24.3443,18745247,12330,0,0
54504760258862865450783,1626,8005,13,1602237681.0,109.43599,24.31798,18744289,24298,0,0
54504760258862865450783,1630,8005,38,1602239341.0,109.42705,24.32703,18744286,24325,0,0
54504760278112908871455,1627,8005,35,1602221714.0,109.42691,24.33948,18742703,24322,0,0
54504760302718776510239,2036,521,4,1602202931.0,109.39833,24.35067,18740977,14064,0,0
54504760302718776510239,1541,611,25,1602238428.0,109.4241,24.34114,18744182,27689,0,0
54504760306460766766879,2012,381,4,1602197923.0,109.39828,24.35121,18739962,24731,0,0
54504760306460766766879,1460,131,20,1602239715.0,109.25896000000002,24.36885,18745033,29056,0,0
54504760306460766766879,2080,291,30,1602242618.0,109.37423,24.33837,18744043,30631,0,0
54504760355006782113567,2033,231,36,1602199473.0,109.436,24.31814,18740171,24273,0,0
54504760371389934864159,1969,391,7,1602197514.0,109.39409,24.3653,18740058,31167,0,0
54504760371389934864159,1971,391,19,1602239354.0,109.41248,24.31854,18744975,31179,0,0
54504760391314288150303,2391,301,18,1602237239.0,109.4073,24.32272,18744748,25793,0,0
54504760443281244948255,1838,711,39,1602208859.0,109.33199,24.26017,18741160,28108,0,0
54504760446050425112351,2365,281,16,1602223606.0,109.40443,24.32134,18743246,28260,0,0
54504760469514905192223,1623,8005,8,1602200241.0,109.43461,24.29449,18739860,24293,0,0
54504760469514905192223,1630,8005,33,1602238608.0,109.42687,24.34834,18744286,24320,0,0
54504760490173697885983,1686,8001,13,1602200092.0,109.50548,24.364420000000006,18739824,29720,0,0
54504760525200229926687,2237,241,20,1602239033.0,109.40452,24.31749,18744860,30463,0,0
54504760525200229926687,2237,241,20,1602239158.0,109.40452,24.31749,18744860,30463,0,0
54504760530199571859231,1929,11,12,1602199166.0,109.40661,24.36101,18740071,31099,0,0
54504760533544277640991,2096,41,1,1602235583.0,109.44705,24.26923,18744965,26408,0,0
54504760534621240690463,2210,411,15,1602218154.0,109.38442,24.29057,18742708,28210,0,0
54504760534621240690463,2390,411,26,1602220652.0,109.36021,24.26013,18742927,28221,0,0
54504760534621240690463,2356,281,27,1602223525.0,109.3768,24.28038,18743050,28271,0,0
54504760539091227903775,2082,291,12,1602201188.0,109.39838,24.35082,18740218,30613,0,0
54504760539091227903775,1926,381,23,1602251142.0,109.40087,24.33939,18746149,24750,0,0
54504760540900482877215,2036,521,10,1602203848.0,109.43015,24.3378,18740977,14070,0,0
54504760540900482877215,2038,521,14,1602208839.0,109.44002,24.3262,18741540,14074,0,0
54504760540900482877215,1975,491,9,1602213160.0,109.43061000000002,24.33797,18741787,21942,0,0
54504760540900482877215,2156,591,18,1602229965.0,109.43139,24.33496,18743577,12262,0,0
54504760548777452898079,1880,271,23,1602249324.0,109.39925,24.32939,18746169,24895,0,0
54504760557438254450463,2286,621,14,1602200349.0,109.41616,24.30575,18740285,25871,0,0
54504760648077096781599,2335,101,1,1602206054.0,109.30149,24.25916,18741589,27560,0,0
54504760750610851039007,2265,251,6,1602198667.0,109.39009,24.27656,18740565,27440,0,0
54504760814964493518623,2108,8002,5,1602200273.0,109.42702,24.352120000000006,18739837,17237,0,0
54504760833929995355935,2469,691,23,1602201635.0,109.42121000000002,24.329320000000006,18740345,28917,0,0
54504760833929995355935,2113,8002,11,1602222110.0,109.42704,24.32767,18743216,17243,0,0
54504760855661456131871,1629,8005,31,1602233763.0,109.42695,24.35827,18744279,24318,0,0
54504760900508430894879,1331,21,6,1602234581.0,109.40505,24.30525,18743959,30431,0,0
54504760910935537747743,2026,751,21,1602199568.0,109.42319,24.33431,18740404,27719,0,0
54504760910935537747743,2052,801,33,1602232198.0,109.50702,24.36488,18744127,29467,0,0
54504760910935537747743,1932,751,28,1602233514.0,109.43993,24.326220000000006,18744371,27726,0,0
54504760914706519033631,1671,8002,8,1602226623.0,109.42706,24.34087,18743719,17240,0,0
54504760917994316498719,2214,901,20,1602218443.0,109.39619,24.30726,18742455,31414,0,0
54504760917994316498719,2225,191,26,1602219902.0,109.40576,24.30706,18742730,31222,0,0
54504760918739493390111,2339,101,5,1602200282.0,109.32123,24.259970000000006,18740584,27564,0,0
54504760920542305847071,1865,111,13,1602245683.0,109.39988,24.32515,18746054,28785,0,0
54504760926039863985951,2113,8002,25,1602245533.0,109.42723,24.33137,18744851,17259,0,0
54504760926039863985951,1632,8002,5,1602252255.0,109.42695,24.35323,18746013,17237,0,0
54504760934555710392095,2255,191,24,1602199361.0,109.40854,24.29553,18739977,31220,0,0
54504760946373312907039,2323,101,6,1602234595.0,109.32446000000002,24.25871,18744771,27565,0,0
54504760958718122657567,1320,21,7,1602231634.0,109.4064,24.314020000000006,18743948,30432,0,0
54504760989967230961439,1775,921,6,1602203532.0,109.38003,24.33831,18741127,29117,0,0
54504760990128292235039,1306,661,13,1602225586.0,109.4074,24.34686,18743067,31373,0,0
54504760993427900860191,2402,301,21,1602238210.0,109.4125,24.31583,18744852,25796,0,0
54504760997372828321567,2358,281,16,1602199316.0,109.40442,24.32125,18740541,28260,0,0
54504760997372828321567,2374,281,1,1602235278.0,109.37312,24.26595,18743866,28245,0,0
54504760997372828321567,2009,51,22,1602238753.0,109.40883,24.31959,18744947,31148,0,0
54504760998472339949343,1762,361,14,1602238762.0,109.40639,24.31585,18745172,27426,0,0
54504761004448786941727,1619,8003,12,1602199577.0,109.44874,24.32335,18739852,19211,0,0
54504761013653975598879,1720,7031,4,1602226869.0,109.32218,24.26008,18743932,23736,0,0
54504761014934949594911,2333,101,20,1602227383.0,109.40709,24.32279,18743488,27579,0,0
54504761014934949594911,2334,101,6,1602235647.0,109.32449,24.25879,18744886,27565,0,0
54504761015141108025119,2123,311,11,1602204441.0,109.40953,24.33645,18741175,29391,0,0
54504761088821271986403,1979,41,25,1602215766.0,109.4153,24.28933,18742271,26432,0,0
54504761092257245823203,2342,101,10,1602239338.0,109.33766,24.26378,18745244,27569,0,0
54504761174387757940963,2470,691,4,1602236913.0,109.42496,24.28461,18744864,28898,0,0
54504761204878804517091,2007,291,2,1602201915.0,109.40857,24.3862,18740221,30603,0,0
54504761204878804517091,1868,111,7,1602206737.0,109.38121,24.3384,18741385,28779,0,0
54504761204878804517091,2269,251,18,1602207798.0,109.40444,24.32166,18741444,27452,0,0
54504761206463647449315,2223,191,5,1602215431.0,109.40561,24.34731,18742573,31201,0,0
54504761280373592162531,1323,921,7,1602206463.0,109.3904,24.3381,18741391,29118,0,0
54504761280373592162531,1892,271,20,1602217677.0,109.40688,24.32256,18742551,24892,0,0
54504761295520868073699,2471,561,17,1602201265.0,109.40079,24.33954,18740004,13112,0,0
54504761295520868073699,2438,561,3,1602243029.0,109.39977,24.36464,18745381,13098,0,0
54504761358676214677731,2325,101,5,1602238360.0,109.32038,24.26004,18745330,27564,0,0
54504761471007863079139,2234,191,33,1602227241.0,109.40815,24.34688,18743322,31229,0,0
54504761471007863079139,1928,11,11,1602237793.0,109.40132,24.36411,18744414,31098,0,0
54504761475783866712291,1826,211,8,1602199177.0,109.41733,24.30217,18740162,30657,0,0
54504761511750996590819,1963,551,11,1602202789.0,109.3729,24.33529,18740274,30372,0,0
54504761539247377219811,2398,301,21,1602235396.0,109.41256,24.3154,18744580,25796,0,0
54504761544166188515555,2181,901,6,1602245092.0,109.43972,24.32616,18744962,31400,0,0
54504761567132452389091,1832,671,9,1602211910.0,109.38292,24.322,18741642,31597,0,0
54504761601613523583203,2449,481,26,1602198980.0,109.42964,24.30265,18740306,30172,0,0
54504761663491117416675,2144,1001,34,1602211666.0,109.41657,24.31815,18741858,31461,0,0
54504761871266602811434,2195,91,12,1602227263.0,109.41898,24.29996,18743796,27241,0,0
54504761871266602811434,2160,91,16,1602254048.0,109.40516,24.30524,18746184,27245,0,0
54504761917329053319210,1304,61,13,1602238567.0,109.4094,24.33498,18745129,11111,0,0
54504762051544633835562,2017,231,1,1602196700.0,109.40061,24.36515,18740172,24238,0,0
54504762051544633835562,2019,231,39,1602238467.0,109.43544,24.33445,18744685,24276,0,0
54504762130460362932266,2318,101,14,1602204862.0,109.38673,24.3033,18740581,27573,0,0
54504762198333731110954,2014,231,5,1602206551.0,109.43143,24.36304,18741507,24242,0,0
54504762198333731110954,2392,301,4,1602208286.0,109.43593,24.30862,18741768,25779,0,0
54504762220328258633770,1302,61,3,1602201541.0,109.42869,24.30534,18740715,11101,0,0
54504762299469473513514,2206,161,8,1602205240.0,109.41519,24.28952,18741352,30901,0,0
54504762299469473513514,2011,51,20,1602211616.0,109.39125,24.30834,18741835,31146,0,0
54504762299469473513514,1979,41,15,1602241280.0,109.40631,24.31606,18745497,26422,0,0
54504762303368230076458,1709,7031,30,1602211849.0,109.36983,24.26048,18741833,23762,0,0
54504762310231587815466,2112,8002,25,1602206591.0,109.4273,24.33068,18739844,17259,0,0
54504762310231587815466,1630,8005,32,1602213702.0,109.42696,24.35256,18741912,24319,0,0
54504762351744594214954,2331,101,6,1602205305.0,109.32444,24.25873,18741377,27565,0,0
54504762351744594214954,2328,101,22,1602211878.0,109.40646,24.31744,18741865,27581,0,0
54504762408967517241386,2333,101,1,1602205788.0,109.30125,24.25938,18741572,27560,0,0
54504762408967517241386,1934,11,21,1602215684.0,109.40743,24.32272,18742362,31108,0,0
54504762408967517241386,2329,101,19,1602230594.0,109.40881,24.31934,18744053,27578,0,0
54504762496480697122858,2200,161,8,1602201151.0,109.4158,24.2894,18740150,30901,0,0
54504762496480697122858,2259,191,25,1602201869.0,109.40519,24.30057,18739982,31221,0,0
54504762496480697122858,1890,271,17,1602202382.0,109.40562,24.30682,18740192,24889,0,0
54504762496480697122858,2258,191,14,1602240561.0,109.40464,24.30103,18745259,31210,0,0
54504762497483571986474,1694,781,26,1602219724.0,109.40466,24.3299,18742187,31259,0,0
54504762509577126150186,2018,231,5,1602236502.0,109.43186,24.36287,18744863,24242,0,0
54504762599281813094442,2434,811,35,1602213365.0,109.36785,24.27296,18741846,28150,0,0
54504762599281813094442,2285,621,22,1602239001.0,109.44025,24.32594,18744952,25879,0,0
54504762599281813094442,2446,811,5,1602242170.0,109.40295,24.30246,18745741,28120,0,0
54504762845283581165610,2426,811,11,1602209835.0,109.3816,24.28819,18741747,28126,0,0
54504762893778056904746,2333,101,5,1602231929.0,109.31877,24.26006,18744584,27564,0,0
54504762893778056904746,2317,101,20,1602240330.0,109.40724,24.32277,18745013,27579,0,0
54504762947618693185578,1659,8002,5,1602198339.0,109.42697,24.35359,18739836,17237,0,0
54504762947618693185578,1297,61,4,1602238042.0,109.42425,24.30664,18745261,11102,0,0
54504762968115350863914,1671,8002,4,1602219986.0,109.42696,24.35767,18742986,17236,0,0
54504762999389155229738,2227,191,8,1602235247.0,109.41003,24.33267,18744757,31204,0,0
54504763025336126406698,1302,61,11,1602207330.0,109.41058,24.32663,18741302,11109,0,0
54504763034694860144682,1931,11,6,1602197789.0,109.39392,24.37782,18740069,31093,0,0
54504763034694860144682,1304,61,4,1602236671.0,109.42624,24.30641,18745129,11102,0,0
54504763034694860144682,1938,11,20,1602238383.0,109.40746,24.31989,18744412,31107,0,0
54504763055546926366762,2028,751,32,1602200283.0,109.42326,24.33484,18740403,27730,0,0
54504763055546926366762,2028,751,6,1602236551.0,109.39262,24.37649,18744963,27704,0,0
54504763130776499781674,2068,141,9,1602204720.0,109.38199,24.30573,18741183,30583,0,0
54504763130776499781674,2068,141,9,1602204774.0,109.38283,24.3067,18741183,30583,0,0
54504763130776499781674,1671,8002,19,1602209154.0,109.39041,24.30847,18741462,17253,0,0
54504763130776499781674,1671,8002,19,1602209194.0,109.39154,24.30826,18741462,17253,0,0
54504763130776499781674,2212,901,10,1602212039.0,109.40449,24.32059,18741794,31404,0,0
54504763130776499781674,2212,901,10,1602212056.0,109.40449,24.32059,18741794,31404,0,0
54504763149958897467434,1894,271,22,1602218329.0,109.39831,24.32669,18742614,24894,0,0
