user_id,line_no,station_no,on_site_time,lng,lat,run_id,station_id,dest,transfer
54504749118690509718878,191,27,1602199539.0,109.40644,24.31516,18739968,31223,0,0
54504749604422319867230,901,17,1602200217.0,109.38125,24.30366,18740449,31411,0,0
54504749604422319867230,901,28,,109.4418,24.3263,18740449,31411,1,0
54504749604422319867230,901,6,1602238682.0,109.4418,24.3263,18744944,31400,0,0
54504749604422319867230,901,14,,109.38936,24.30918,18744944,31400,1,1
54504749604422319867230,141,18,1602241888.0,109.38936,24.30918,18745194,30592,0,0
54504749780663081633118,251,19,1602213474.0,109.40641,24.3174,18742101,27453,0,0
54504751944054214755696,811,35,1602206644.0,109.36501,24.27259,18741157,28150,0,0
54504751944054214755696,811,37,1602206947.0,109.3807,24.27706,18741157,28150,1,1
54504751944054214755696,281,5,1602207242.0,109.3807,24.27706,18741582,28249,0,0
54504751944054214755696,281,18,,109.40813,24.30804,18741582,28249,1,0
54504751944054214755696,141,16,1602214469.0,109.40813,24.30804,18742154,30590,0,0
54504752002778228852080,8001,30,1602223479.0,109.38972,24.30864,18742873,29737,0,0
54504752952215109370305,691,4,1602223558.0,109.42612,24.28392,18743101,28898,0,0
54504753035605120647617,921,19,1602204020.0,109.37888,24.32161,18741250,29130,0,0
54504753391367999193537,191,20,1602235455.0,109.40955,24.28446,18744612,31216,0,0
54504753391367999193537,191,28,1602236716.0,109.40883999999998,24.31967,18744612,31216,1,1
54504753391367999193537,391,20,1602237042.0,109.40883999999998,24.31967,18744702,31180,0,0
54504753391367999193537,391,29,1602238910.8,109.39495,24.3621,18744702,31180,1,0
54504753391367999193537,181,10,1602253642.0,109.39495,24.3621,18745939,28436,0,0
54504753391367999193537,181,23,1602254698.0,109.40971,24.31828,18745939,28436,1,1
54504753391367999193537,41,16,1602255347.0,109.40971,24.31828,18745878,26423,0,0
54504753871105108739975,321,16,1602201138.0,109.38786,24.31281,18740867,26216,0,0
54504754353949627123591,61,11,1602224254.0,109.41077,24.32831,18742548,11109,0,0
54504754359864870832007,711,12,1602224853.0,109.36563999999998,24.25992,18743531,28081,0,0
54504754359864870832007,711,24,1602226722.81,109.398,24.30093,18743531,28081,1,1
54504754359864870832007,581,13,1602227731.0,109.398,24.30093,18743922,31279,0,0
54504754359864870832007,581,34,1602230859.0,109.40463,24.33551,18743922,31279,1,0
54504754359864870832007,581,34,1602235945.0,109.40463,24.33551,18744569,31300,0,0
54504754388591759591303,271,28,1602214553.0,109.37717,24.33861,18741992,24900,0,0
54504754388591759591303,271,37,1602215746.9,109.36353,24.3283,18741992,24900,1,1
54504754388591759591303,111,28,1602217346.0,109.36353,24.3283,18742361,28800,0,0
54504754400813089032071,111,1,1602205457.0,109.35942,24.33889,18741384,28773,0,0
54504754400813089032071,111,15,1602207413.79,109.40676,24.3191,18741384,28773,1,0
54504754400813089032071,671,13,1602236057.0,109.40676,24.3191,18744368,31601,0,0
54504754400813089032071,671,21,1602237411.55,109.36958,24.32845,18744368,31601,1,1
54504754400813089032071,111,27,1602238216.0,109.36958,24.32845,18744626,28799,0,0
54504754405605198792583,51,24,1602216740.0,109.40876000000002,24.33437,18742242,31150,0,0
54504754414972522465159,331,15,1602201664.0,109.3913,24.30819,18740872,29582,0,0
54504754414972522465159,321,5,1602238731.0,109.39462,24.27348,18745279,26205,0,0
54504754415175459669895,301,6,1602218070.0,109.43428,24.29369,18742792,25781,0,0
54504754415175459669895,41,8,1602230464.0,109.42051,24.28685,18744344,26415,0,0
54504754415175459669895,41,14,,109.40081,24.30658,18744344,26415,1,1
54504754415175459669895,8090,27,1602235098.0,109.40081,24.30658,18744401,29865,0,0
54504754415175459669895,8090,28,1602235303.0,109.4071,24.30506,18744401,29865,1,1
54504754415175459669895,621,12,1602235378.0,109.4071,24.30506,18744789,25869,0,0
54504754415307529914247,11,24,1602226065.0,109.40445,24.33027,18743383,31111,0,0
54504754415307529914247,11,29,1602226614.7,109.4066,24.36132000000001,18743383,31111,1,0
54504754415307529914247,11,12,1602255609.0,109.4066,24.36132000000001,18745901,31099,0,0
54504754415684413294471,51,1,1602216610.0,109.39949,24.39115,18742757,31127,0,0
54504754415716625549191,111,9,1602213489.0,109.39899,24.33813,18742262,28781,0,0
54504754415875539339143,801,23,1602223415.0,109.40649,24.31902,18742825,29457,0,0
54504754416577766492039,251,9,1602201094.0,109.39014,24.287,18740732,27443,0,0
54504754416577766492039,251,19,1602203536.09,109.40642,24.31827,18740732,27443,1,0
54504754416577766492039,251,19,1602237579.0,109.40642,24.31827,18744898,27453,0,0
54504754416689435641735,41,8,1602198351.0,109.42062,24.28668,18740826,26415,0,0
54504754417911353837447,8003,12,1602206467.0,109.44908999999998,24.32209,18741404,19211,0,0
54504754418203411613575,8002,7,1602201153.0,109.42703,24.3439,18739840,17239,0,0
54504754418203411613575,8002,19,1602203375.0,109.39076,24.30851,18739840,17239,1,0
54504754418203411613575,8002,16,1602209910.0,109.39076,24.30851,18741620,17248,0,0
54504754418203411613575,8002,17,1602210093.0,109.38563,24.30857,18741620,17248,1,1
54504754418203411613575,8002,17,1602210093.0,109.38563,24.30857,18741620,17250,0,0
54504754418203411613575,8002,21,1602210831.6,109.40468,24.30528,18741620,17250,1,0
54504754418203411613575,8002,21,1602220677.0,109.40468,24.30528,18742786,17255,0,0
54504754418566336350087,111,21,1602201754.0,109.37117,24.3073,18740209,28793,0,0
54504754418566336350087,111,27,,109.36804,24.3283,18740209,28793,1,0
54504754418566336350087,671,5,1602239671.0,109.36804,24.3283,18744821,31593,0,0
54504754418566336350087,671,8,1602240010.2,109.37781,24.32234,18744821,31593,1,1
54504754418566336350087,141,1,1602240394.0,109.37781,24.32234,18745514,30575,0,0
54504754422894589642631,331,7,1602201223.0,109.38357,24.29001,18740914,29574,0,0
54504754422894589642631,331,15,1602202468.5,109.38948,24.30891,18740914,29574,1,1
54504754422894589642631,8008,23,1602202938.0,109.38948,24.30891,18739878,31671,0,0
54504754422894589642631,8008,25,,109.40473,24.32274,18739878,31671,1,0
54504754422894589642631,281,16,1602238099.0,109.40473,24.32274,18743866,28260,0,0
54504754423332676306823,101,7,1602218929.0,109.32906,24.25725,18742793,27566,0,0
54504754423593595570055,901,33,1602236061.0,109.4451,24.32138,18744941,31427,0,0
54504754425266485331847,1001,38,1602230224.0,109.40996,24.33886,18744093,31465,0,0
54504754425266485331847,1001,47,1602231067.0,109.40102,24.36435,18744093,31465,1,1
54504754425266485331847,191,1,1602232141.0,109.40102,24.36435,18744563,31197,0,0
54504754426579671582599,821,15,1602198749.0,109.40939,24.33525,18740389,29996,0,0
54504754427674888243079,351,10,1602205285.0,109.38116,24.33847,18740745,30403,0,0
54504754427674888243079,351,23,,109.37996,24.33856,18740745,30403,1,1
54504754427674888243079,351,23,1602205302.0,109.37996,24.33856,18740745,30416,0,0
54504754427674888243079,291,26,1602209385.0,109.38315,24.31606,18741336,30627,0,0
54504754428995590686599,691,18,1602218651.0,109.42077,24.34756,18742446,28912,0,0
54504754429384285226887,251,10,1602235690.0,109.39086,24.29024,18744898,27444,0,0
