user_id,driver_no,vehicle_no,on_site_time,lng,lat
54504754426579671582599,7213.0,2120,1602198749.0,109.40938999999999,24.33525
54504754426579671582599,7213.0,2120,1602198755.0,109.40938999999999,24.33525
54504754426579671582599,7213.0,2120,1602198765.0,109.40671,24.33602
54504754426579671582599,7213.0,2120,1602198771.0,109.40671,24.33602
54504754426579671582599,7213.0,2120,1602198777.0,109.40671,24.33602
54504754426579671582599,7213.0,2120,1602198782.0,109.40671,24.33602
54504754426579671582599,7213.0,2120,1602198789.0,109.40671,24.33602
54504754426579671582599,7213.0,2120,1602198799.0,109.40671,24.33602
54504754427674888243079,7761.0,1882,1602205285.0,109.38116000000001,24.33847
54504754427674888243079,7761.0,1882,1602205302.0,109.37996000000001,24.33856
54504754427674888243079,7675.0,2074,1602209385.0,109.38315,24.31606
54504754427674888243079,7675.0,2074,1602209390.0,109.38315,24.31606
54504754428995590686599,6066.0,2472,1602218651.0,109.42076999999999,24.34756
54504754429384285226887,8579.0,2260,1602235690.0,109.39086,24.29024
54504754429604402300807,2097.0,1812,1602216721.0,109.37655,24.31021
54504754429604402300807,8303.0,1814,1602224948.0,109.38063000000001,24.31982
54504754429604402300807,7055.0,1816,1602238415.0,109.37783,24.310370000000002
54504754430071479994247,8199.0,1699,1602233770.0,109.41248999999999,24.318179999999998
54504754431793761879943,7758.0,2293,1602208990.0,109.40337,24.3178
54504754431793761879943,813.0,2295,1602231108.0,109.4043,24.32627
54504754433305590368135,7904.0,1630,1602242244.0,109.43491999999999,24.26341
54504754434073315772295,6602.0,1650,1602238780.0,109.44163,24.33035
54504754434300949038983,2450.0,2278,1602202991.0,109.44412,24.323320000000002
54504754434300949038983,8568.0,1735,1602204447.0,109.41214,24.30568
54504754434300949038983,2684.0,1729,1602212966.0,109.40128,24.30643
54504754434300949038983,6187.0,2279,1602215378.0,109.42805,24.30526
54504754436218651936647,6240.0,2100,1602206857.0,109.42723000000001,24.33312
54504754436218651936647,6392.0,2112,1602215654.0,109.43138,24.363210000000002
54504754436218651936647,6811.0,1603,1602225065.0,109.42726,24.3355
54504754436218651936647,6240.0,2100,1602235387.0,109.4323,24.362560000000002
54504754438337144555399,8280.0,2215,1602219605.0,109.41035,24.33237
54504754438337144555399,8280.0,2215,1602219623.0,109.41035,24.33237
54504754438337144555399,8280.0,2215,1602219628.0,109.41035,24.33237
54504754438337144555399,8280.0,2215,1602219633.0,109.41035,24.33237
54504754438337144555399,8280.0,2215,1602219645.0,109.40921999999999,24.3342
54504754438337144555399,8280.0,2215,1602219651.0,109.40921999999999,24.3342
54504754438337144555399,8280.0,2215,1602219660.0,109.40921999999999,24.3342
54504754438743018964871,1079.0,1997,1602216986.0,109.40491999999999,24.337889999999998
54504754439336798193543,7004.0,2124,1602200758.0,109.4329,24.36176
54504754439336798193543,8212.0,2126,1602232163.0,109.43291,24.361829999999998
54504754439336798193543,8212.0,2126,1602232172.0,109.43291,24.361829999999998
54504754440515766716295,2652.0,2285,1602199956.0,109.4254,24.306639999999998
54504754440515766716295,2652.0,2285,1602201708.0,109.38996000000002,24.26363
54504754440515766716295,2652.0,2285,1602201719.0,109.38996000000002,24.26363
54504754440515766716295,2652.0,2285,1602201727.0,109.38996000000002,24.26363
54504754440515766716295,2652.0,2285,1602201735.0,109.38996000000002,24.26363
54504754440515766716295,2652.0,2285,1602201742.0,109.38996000000002,24.26363
54504754440515766716295,2652.0,2285,1602201748.0,109.38996000000002,24.26363
54504754440515766716295,2652.0,2285,1602201755.0,109.38991000000001,24.26375
54504754440515766716295,2652.0,2285,1602201761.0,109.38991000000001,24.26375
54504754441766675941255,6213.0,1989,1602200699.0,109.40574,24.38407
54504754441766675941255,6832.0,1928,1602239955.0,109.40466,24.33301
54504754442231606151047,8439.0,2186,1602201720.0,109.43296000000001,24.36177
54504754442231606151047,8439.0,2186,1602201725.0,109.43296000000001,24.36177
54504754442231606151047,8439.0,2186,1602201731.0,109.43296000000001,24.36177
54504754442231606151047,8439.0,2186,1602201740.0,109.43296000000001,24.36177
54504754442231606151047,8439.0,2186,1602201746.0,109.43296000000001,24.36177
54504754442231606151047,8439.0,2186,1602201754.0,109.43296000000001,24.36177
54504754442231606151047,8439.0,2186,1602201761.0,109.43296000000001,24.36177
54504754442231606151047,8439.0,2186,1602201767.0,109.43296000000001,24.36177
54504754442231606151047,8439.0,2186,1602201789.0,109.43296000000001,24.36177
54504754443026175100807,7054.0,2069,1602207929.0,109.37913,24.32139
54504754443026175100807,7054.0,2069,1602207942.0,109.37913,24.32139
54504754443362256291719,7065.0,1283,1602221750.0,109.42696000000001,24.36975
54504754443362256291719,8420.0,2080,1602223649.0,109.39495,24.36263
54504754443385878611847,8199.0,1699,1602248000.0,109.39968,24.36502
54504754443589889558407,2618.0,1782,1602201836.0,109.37903,24.32145
54504754443589889558407,2618.0,1782,1602201842.0,109.37903,24.32145
54504754443589889558407,2618.0,1782,1602201848.0,109.37903999999999,24.321460000000002
54504754443589889558407,2618.0,1782,1602201854.0,109.37903999999999,24.321460000000002
54504754443589889558407,2618.0,1782,1602201858.0,109.37903999999999,24.321460000000002
54504754443846513854343,7133.0,2017,1602203573.0,109.39986999999999,24.36506
54504754443846513854343,7133.0,2017,1602203599.0,109.39986999999999,24.36506
54504754443846513854343,7133.0,2017,1602203607.0,109.39986999999999,24.36506
54504754443846513854343,7133.0,2017,1602203622.0,109.39986999999999,24.36506
54504754443846513854343,7133.0,2017,1602203631.0,109.39988000000001,24.36506
54504754443846513854343,7133.0,2017,1602203639.0,109.39988000000001,24.36506
54504754443846513854343,7133.0,2017,1602203648.0,109.39988000000001,24.36506
54504754443846513854343,7133.0,2017,1602203655.0,109.39988000000001,24.36506
54504754443846513854343,7133.0,2017,1602203667.0,109.39988000000001,24.36506
54504754444096695699335,6602.0,1649,1602201655.0,109.43433999999999,24.36145
54504754444096695699335,6602.0,1649,1602201662.0,109.43433999999999,24.36145
54504754444096695699335,6602.0,1649,1602201669.0,109.43433999999999,24.36145
54504754444096695699335,6602.0,1649,1602201676.0,109.43433999999999,24.36145
54504754444096695699335,6602.0,1649,1602201681.0,109.43433999999999,24.36145
54504754444096695699335,6602.0,1649,1602201686.0,109.43433999999999,24.36145
54504754444096695699335,6602.0,1649,1602201696.0,109.43433999999999,24.36145
54504754445220903389063,5115.0,1653,1602213589.0,109.4032,24.3177
54504754445239157000071,8051.0,1310,1602213548.0,109.43581,24.306929999999998
54504754445842599905159,8641.0,8809,1602203291.0,109.40548999999999,24.32302
54504754445842599905159,8641.0,8809,1602203297.0,109.40548999999999,24.32302
54504754446102445426567,8364.0,2251,1602206085.0,109.39983000000001,24.36494
54504754446102445426567,8364.0,2251,1602206096.0,109.39983000000001,24.36494
54504754446428862941063,8067.0,1561,1602222559.0,109.43654,24.30771
54504754446428862941063,8067.0,1561,1602222566.0,109.43654,24.30771
54504754446827221157767,8612.0,2246,1602211224.0,109.39998999999999,24.36498
54504754447184777185159,8326.0,2255,1602201677.0,109.3999,24.36515
54504754447184777185159,8326.0,2255,1602201681.0,109.3999,24.36515
54504754447184777185159,8326.0,2255,1602201687.0,109.3999,24.36515
54504754447184777185159,8326.0,2255,1602201693.0,109.3999,24.36515
54504754447184777185159,8326.0,2255,1602201702.0,109.3999,24.36515
54504754447184777185159,8326.0,2255,1602201709.0,109.3999,24.36515
54504754447184777185159,8326.0,2255,1602201713.0,109.3999,24.36515
54504754447184777185159,8326.0,2255,1602201722.0,109.3999,24.36515
54504754447350133426055,7203.0,2238,1602201652.0,109.4085,24.32074
54504754447350133426055,7203.0,2238,1602201660.0,109.4085,24.32074
54504754447386640648071,8204.0,1797,1602202631.0,109.39993,24.365070000000003
54504754448234896689031,6856.0,2462,1602242589.0,109.38989,24.26383
54504754448234896689031,6856.0,2462,1602242597.0,109.38989,24.26383
54504754448234896689031,6856.0,2462,1602242604.0,109.38989,24.26383
54504754448384146802567,8025.0,8813,1602204289.0,109.44013999999999,24.32612
54504754448578494072711,755.0,1890,1602225792.0,109.35728,24.34304
54504754448578494072711,755.0,1890,1602225796.0,109.35728,24.34304
54504754449684448151431,8387.0,2323,1602226346.0,109.31303999999999,24.26032
54504754449684448151431,8387.0,2323,1602226351.0,109.31303999999999,24.26032
54504754450731346429831,5695.0,1927,1602220961.0,109.39318,24.37755
54504754450731346429831,5695.0,1927,1602220965.0,109.39318,24.37755
54504754450731346429831,8130.0,2254,1602224310.0,109.40816000000001,24.318929999999998
54504754450731346429831,8130.0,2254,1602224314.0,109.40816000000001,24.318929999999998
54504754450731346429831,8130.0,2254,1602224318.0,109.40871000000001,24.320710000000002
54504754450999781885831,6390.0,2374,1602240541.0,109.37631999999999,24.26843
54504754452483693086599,5297.0,1824,1602240655.0,109.4162,24.303810000000002
54504754452483693086599,5297.0,1824,1602240659.0,109.41785,24.30125
54504754455183080032135,8155.0,2167,1602218011.0,109.39197,24.303160000000002
54504754455183080032135,8155.0,2167,1602218037.0,109.39197,24.303160000000002
54504754456152668899207,6678.0,2411,1602233643.0,109.38991000000001,24.2638
54504754456152668899207,6678.0,2411,1602233657.0,109.38991000000001,24.2638
54504754457218894530439,6602.0,1649,1602200783.0,109.43432,24.36146
54504754457218894530439,6602.0,1649,1602200792.0,109.43432,24.36146
54504754457218894530439,7842.0,2064,1602223890.0,109.40895,24.32459
54504754492488092223367,5930.0,2252,1602247949.0,109.39981,24.36494
54504754493334200780679,8512.0,8808,1602254841.0,109.40638,24.31573
54504754495090842404743,8041.0,2440,1602200966.0,109.37021999999999,24.27386
54504754495090842404743,5038.0,2430,1602234257.0,109.33136,24.25925
54504754495134865819527,8212.0,2126,1602231901.0,109.43291,24.361829999999998
54504754495134865819527,8212.0,2126,1602231915.0,109.4329,24.361829999999998
54504754495134865819527,8212.0,2126,1602231921.0,109.4329,24.361829999999998
54504754495134865819527,8212.0,2126,1602231931.0,109.4329,24.361829999999998
54504754495134865819527,8212.0,2126,1602231940.0,109.4329,24.361829999999998
54504754497149205481351,5244.0,2244,1602204199.0,109.40386000000001,24.383020000000002
54504754497149205481351,5244.0,2244,1602204204.0,109.40386000000001,24.383020000000002
54504754498044706162567,5073.0,1930,1602219121.0,109.4046,24.33217
54504754498044706162567,5073.0,1930,1602219131.0,109.4046,24.33217
54504754498044706162567,6099.0,1694,1602219756.0,109.40471000000001,24.33278
54504754499990326347655,5211.0,2379,1602201383.0,109.38986000000001,24.26386
54504754499990326347655,5211.0,2379,1602201393.0,109.38986000000001,24.26386
54504754499990326347655,5211.0,2379,1602201400.0,109.38986000000001,24.26386
54504754499990326347655,5211.0,2379,1602201406.0,109.38986000000001,24.26386
54504754499990326347655,5211.0,2379,1602201415.0,109.38986000000001,24.26386
54504754500168567490439,8180.0,2178,1602216055.0,109.44498999999999,24.3214
54504754500624907765639,5933.0,2033,1602199627.0,109.43593,24.32134
54504754500624907765639,7076.0,2011,1602234031.0,109.40472,24.335539999999998
54504754500624907765639,5868.0,2218,1602234924.0,109.41075,24.32871
54504754501919840405383,5049.0,2030,1602202639.0,109.39043000000001,24.33809
54504754501919840405383,8356.0,1327,1602216986.0,109.40476000000001,24.33511
54504754503584140232583,5887.0,2046,1602205525.0,109.3977,24.39227
54504754503584140232583,5887.0,2046,1602205538.0,109.3977,24.39227
54504754503584140232583,5887.0,2046,1602205544.0,109.39787,24.3923
54504754503584140232583,5887.0,2046,1602205558.0,109.39787,24.3923
54504754503584140232583,5887.0,2046,1602205566.0,109.39787,24.3923
54504754503584140232583,8201.0,1947,1602205623.0,109.39773999999998,24.392229999999998
54504754503584140232583,8201.0,1947,1602205635.0,109.39773999999998,24.392229999999998
54504754503584140232583,8201.0,1947,1602205647.0,109.39773999999998,24.392229999999998
54504754503584140232583,8201.0,1947,1602205663.0,109.39773999999998,24.392229999999998
54504754508306456774535,7820.0,2359,1602212054.0,109.38996000000002,24.29409
54504754508306456774535,7537.0,2366,1602220302.0,109.40596000000001,24.32255
54504754508306456774535,6887.0,2361,1602251599.0,109.40445,24.321479999999998
54504754520538523633543,7175.0,2407,1602205619.0,109.38994,24.263920000000002
54504754520538523633543,7175.0,2407,1602205628.0,109.38994,24.263920000000002
54504754520538523633543,7175.0,2407,1602205637.0,109.38994,24.263920000000002
54504754521296585361287,7004.0,2124,1602200767.0,109.4329,24.36176
54504754521296585361287,7004.0,2124,1602200775.0,109.4329,24.36176
54504754521296585361287,7004.0,2124,1602200781.0,109.4329,24.36176
54504754521296585361287,7004.0,2124,1602200787.0,109.4329,24.36176
54504754521296585361287,7004.0,2124,1602200793.0,109.4329,24.36176
54504754521296585361287,7004.0,2124,1602200801.0,109.4329,24.36176
54504754521296585361287,7004.0,2124,1602200807.0,109.4329,24.36176
54504754521296585361287,7004.0,2124,1602200816.0,109.43288999999999,24.36176
54504754521296585361287,7004.0,2124,1602200852.0,109.43288999999999,24.36176
54504754526431218763655,5038.0,2430,1602230736.0,109.39596,24.3064
54504754543500492539578,6380.0,2148,1602226448.0,109.415,24.35831
54504754543500492539578,6288.0,2144,1602241358.0,109.41413999999999,24.35008
54504754609844852360890,7798.0,2212,1602224909.0,109.42983999999998,24.32552
54504754609844852360890,7486.0,8809,1602238962.0,109.40572,24.32317
54504754722077716514490,7141.0,2214,1602215518.0,109.4407,24.32623
54504754722077716514490,5222.0,1775,1602216501.0,109.4086,24.32266
54504754722077716514490,5171.0,1922,1602231256.0,109.38261000000001,24.321820000000002
54504754722077716514490,2369.0,2214,1602232231.0,109.40677,24.31886
54504754778058320250554,2128.0,2203,1602216206.0,109.40846,24.29576
54504754778058320250554,5599.0,2276,1602219144.0,109.40553,24.30487
54504754960854275851962,6676.0,2382,1602236241.0,109.43717,24.33316
54504754995634921014970,5691.0,2295,1602198279.0,109.40857,24.34711
54504754995634921014970,7919.0,1934,1602241215.0,109.40456,24.326439999999998
54504755005847279503034,5528.0,2201,1602198643.0,109.39218000000001,24.30305
54504755005847279503034,8623.0,1748,1602199745.0,109.38515,24.308320000000002
54504755005847279503034,6222.0,1311,1602204227.0,109.4157,24.3059
54504755059930581436090,5937.0,1638,1602204749.0,109.43579,24.30382
54504755059930581436090,7856.0,1643,1602223976.0,109.551,24.38202
54504755059930581436090,7507.0,2277,1602226465.0,109.43919,24.32583
54504755059975678592698,288.0,1904,1602207201.0,109.36253,24.32807
54504755059975678592698,809.0,1890,1602242923.0,109.36854,24.31833
54504755078805888960186,8077.0,1946,1602209119.0,109.40543000000001,24.3224
54504755078805888960186,2182.0,1943,1602233472.0,109.39498999999999,24.36214
54504755080011701028538,8630.0,1668,1602209403.0,109.45943999999999,24.31341
54504755154451000460986,1412.0,2400,1602249372.0,109.44498999999999,24.321379999999998
54504755286723108274641,5087.0,2438,1602235223.0,109.39498,24.3625
54504755420549994250705,7162.0,2388,1602204938.0,109.42817,24.2829
54504755647845032264145,7036.0,2371,1602231541.0,109.38068,24.27412
54504755824784799957457,6471.0,1985,1602237704.0,109.43399,24.27965
54504755824784799957457,5770.0,2097,1602255228.0,109.40641000000001,24.3165
54504756281324791138587,6099.0,1694,1602210704.0,109.40526000000001,24.34187
54504756302082368080155,5108.0,2224,1602213121.0,109.39981,24.36495
54504756302082368080155,5108.0,2224,1602213131.0,109.39981,24.36495
54504756302082368080155,5108.0,2224,1602213152.0,109.39981,24.36495
54504756302082368080155,5108.0,2224,1602213159.0,109.39981,24.36495
54504756380922935249179,8520.0,2456,1602204811.0,109.41502,24.30622
54504756380922935249179,2681.0,2045,1602234336.0,109.42312,24.34674
54504756380922935249179,8602.0,1905,1602235873.0,109.43287,24.32566
54504756475034258636985,9999.0,9911,1602234912.0,,
54504756640227290777902,7546.0,2400,1602203490.0,109.40718000000001,24.32249
54504756682457556715822,5977.0,2135,1602240126.0,109.4352,24.26363
54504756682457556715822,5977.0,2135,1602240135.0,109.4352,24.26363
54504756743839081826606,7819.0,2257,1602207158.0,109.40648999999999,24.359289999999998
54504756743839081826606,8364.0,2251,1602217500.0,109.40997,24.33908
54504756743839081826606,7128.0,1938,1602230194.0,109.40602,24.35291
54504756743839081826606,2473.0,1937,1602240183.0,109.40456999999999,24.32323
54504756824255901993262,7899.0,2262,1602243281.0,109.39021000000001,24.29025
54504756824255901993262,8462.0,2366,1602250265.0,109.40553,24.30687
54504756995611138459951,7673.0,2402,1602209752.0,109.43457,24.296670000000002
54504757372062874470703,8253.0,2318,1602220790.0,109.33313000000001,24.26197
54504757645533105883439,6963.0,2277,1602205128.0,109.43664,24.3256
54504757686273018169647,7668.0,2434,1602220293.0,109.38625,24.28825
54504757740561404791087,2160.0,2378,1602206637.0,109.38068999999999,24.2749
54504757740561404791087,5001.0,2421,1602225454.0,109.39497,24.306179999999998
54504757863413575584047,7315.0,1990,1602201808.0,109.40961999999999,24.333370000000002
54504757863413575584047,2552.0,1992,1602240799.0,109.40671999999999,24.3656
54504757960093289417007,7964.0,2146,1602240704.0,109.41621,24.318920000000002
54504758032830708058415,6165.0,1629,1602197922.0,109.43601000000001,24.31778
54504758032830708058415,8437.0,1650,1602219334.0,109.39926000000001,24.3146
54504758491918688586031,2098.0,2383,1602239414.0,109.42902,24.28229
54504759421159559137055,8156.0,2208,1602218631.0,109.38043,24.27673
54504759598685589866271,2115.0,2121,1602213982.0,109.43611000000001,24.37944
54504759598685589866271,7213.0,2120,1602241571.0,109.42724,24.354229999999998
54504759617317157996319,1412.0,2400,1602227062.0,109.41266999999999,24.31505
54504759743986480973599,2117.0,1639,1602206533.0,109.45593000000001,24.32722
54504759781870240007967,6830.0,1796,1602203075.0,109.4057,24.38414
54504759781870240007967,8491.0,2392,1602204863.0,109.40451999999999,24.321270000000002
54504759781870240007967,5069.0,2131,1602226915.0,109.4402,24.32602
54504759896040134412063,6317.0,1589,1602238532.0,109.56367,24.38565
54504759936950771648287,7848.0,1864,1602212694.0,109.36112,24.3288
54504759937898885678879,8433.0,1656,1602210795.0,109.43321999999999,24.36179
54504759937898885678879,8433.0,1656,1602210799.0,109.43321999999999,24.36179
54504759937898885678879,8433.0,1656,1602210812.0,109.43321,24.36179
54504759937898885678879,8433.0,1656,1602210816.0,109.43321,24.36179
54504759954172516763423,8485.0,2313,1602224364.0,109.36188,24.31064
54504759954172516763423,8458.0,2317,1602230935.0,109.40867,24.318920000000002
54504759961596367734559,8609.0,2044,1602241704.0,109.40573,24.3848
54504759984959916082975,5239.0,2039,1602205835.0,109.39605,24.35126
54504759984959916082975,6458.0,2038,1602236643.0,109.42528999999999,24.33792
54504759985230499022623,6597.0,1597,1602230189.0,109.45583,24.31373
54504759989730551007007,8309.0,2025,1602216966.0,109.39818000000001,24.36445
54504759989730551007007,8606.0,2028,1602224039.0,109.42719,24.35515
54504759989730551007007,7577.0,2075,1602225803.0,109.39281000000001,24.37686
54504760003799790126879,7856.0,1643,1602235314.0,109.50816999999999,24.36519
54504760006796603557663,5244.0,2244,1602226358.0,109.40992,24.33773
54504760160161295763231,5680.0,2028,1602206671.0,109.42317,24.3474
54504760160161295763231,674.0,1574,1602209560.0,109.43033999999999,24.3414
54504760161835259266847,7537.0,2366,1602206322.0,109.38065,24.275679999999998
54504760175528688748319,8550.0,1911,1602219649.0,109.42488,24.31115
54504760186703119910687,7152.0,2110,1602198949.0,109.43236999999999,24.36184
54504760186703119910687,8512.0,8808,1602240403.0,109.40638999999999,24.31575
54504760186811567834911,7950.0,2265,1602236442.0,109.39203,24.27291
54504760186811567834911,6473.0,2094,1602251514.0,109.40841999999999,24.31878
54504760193172414400287,2118.0,1905,1602197342.0,109.41191,24.30804
54504760193172414400287,5523.0,1760,1602236253.0,109.40458999999998,24.32159
54504760247533815465759,5343.0,1314,1602244792.0,109.41084,24.32884
54504760256702496900895,746.0,1896,1602223855.0,109.40088,24.33683
54504760257895424067359,2115.0,2121,1602200876.0,109.40807,24.32565
54504760257895424067359,8605.0,1798,1602215821.0,109.42336999999999,24.34434
54504760257895424067359,5972.0,2118,1602230649.0,109.40834,24.32445
54504760257895424067359,7978.0,1799,1602238279.0,109.42286000000001,24.3443
54504760258862865450783,5799.0,1626,1602237681.0,109.43598999999999,24.31798
54504760258862865450783,5799.0,1626,1602237691.0,109.43598999999999,24.31798
54504760258862865450783,7904.0,1630,1602239341.0,109.42705,24.32703
54504760258862865450783,7904.0,1630,1602239346.0,109.42705,24.32703
54504760260749429835551,6602.0,1649,1602200774.0,109.43432,24.36146
54504760260749429835551,6602.0,1649,1602200778.0,109.43432,24.36146
54504760261584800974623,2667.0,1632,1602202992.0,109.43453999999998,24.36169
54504760261584800974623,2667.0,1632,1602203003.0,109.43453999999998,24.36169
54504760261584800974623,2667.0,1632,1602203015.0,109.43453999999998,24.36169
54504760261584800974623,2667.0,1632,1602203023.0,109.43453999999998,24.36169
54504760261584800974623,2667.0,1632,1602203031.0,109.43453999999998,24.36169
54504760261584800974623,2667.0,1632,1602203042.0,109.43453999999998,24.36169
54504760261584800974623,2667.0,1632,1602203050.0,109.43456,24.36168
54504760261584800974623,2667.0,1632,1602203060.0,109.43456,24.36168
54504760276243524355871,6324.0,2104,1602223901.0,109.43291,24.36199
54504760276243524355871,6324.0,2104,1602223905.0,109.43291,24.36199
54504760276243524355871,6324.0,2104,1602223909.0,109.43291,24.36199
54504760278112908871455,8522.0,1627,1602221714.0,109.42691,24.33948
54504760278112908871455,6165.0,1629,1602224311.0,109.43596000000001,24.32122
54504760286150940165919,5270.0,1804,1602211278.0,109.3999,24.36508
54504760286150940165919,5117.0,1277,1602211301.0,109.39988999999998,24.365129999999997
54504760286150940165919,8494.0,2252,1602211328.0,109.39981999999999,24.36492
54504760288963070002975,8025.0,8813,1602202612.0,109.4403,24.32627
54504760299090602886943,8364.0,2251,1602206127.0,109.39983000000001,24.36494
54504760299090602886943,8364.0,2251,1602206132.0,109.39983000000001,24.36494
54504760299090602886943,8364.0,2251,1602206137.0,109.39983000000001,24.36494
54504760299090602886943,8364.0,2251,1602206143.0,109.39983000000001,24.36494
54504760299090602886943,8364.0,2251,1602206149.0,109.39983000000001,24.36494
54504760302718776510239,230.0,2036,1602202931.0,109.39833,24.35067
54504760302718776510239,1199.0,1541,1602238428.0,109.4241,24.34114
54504760306460766766879,8318.0,2012,1602197923.0,109.39828,24.351210000000002
54504760306460766766879,614.0,1460,1602239715.0,109.25896000000002,24.36885
54504760306460766766879,8420.0,2080,1602242618.0,109.37423000000001,24.33837
54504760353896533067551,8354.0,2264,1602241581.0,109.38988,24.26378
54504760353896533067551,8354.0,2264,1602241588.0,109.38988,24.26378
54504760355006782113567,5933.0,2033,1602199473.0,109.436,24.31814
54504760357973530773279,8026.0,8814,1602202201.0,109.44021000000001,24.32583
54504760368024827987743,5972.0,2118,1602217895.0,109.42342,24.38579
