run_id,line_no,vehicle_no,driver_no,plan_run_time,plan_reach_time,real_run_time,real_reach_time
18739983,171,1277,5117,1602194400.0,1602196200.0,1602194396.0,1602195969.0
18740751,171,1277,5117,1602197400.0,1602199200.0,1602197377.0,1602199078.0
18740932,171,1277,5117,1602200400.0,1602202200.0,1602200371.0,1602202479.0
18741201,171,1277,5117,1602203400.0,1602205200.0,1602203423.0,1602205471.0
18741570,171,1277,5117,1602206400.0,1602208200.0,1602206422.0,1602208212.0
18741800,171,1277,5117,1602209400.0,1602211200.0,1602209390.0,1602211202.0
18741801,171,1277,5117,1602212400.0,1602214200.0,1602212418.0,1602214286.0
18741802,171,1277,5117,1602215400.0,1602217200.0,1602215424.0,1602217278.0
18741803,171,1277,5117,1602218400.0,1602220200.0,1602218390.0,1602220026.0
18741804,171,1277,1094,1602221400.0,1602223200.0,1602221382.0,1602223113.0
18741807,171,1277,1094,1602224400.0,1602226200.0,1602224402.0,1602226234.0
18741808,171,1277,1094,1602227400.0,1602229200.0,1602227374.0,1602229207.0
18741809,171,1277,1094,1602230400.0,1602232200.0,1602230372.0,1602232176.0
18741810,171,1277,1094,1602233400.0,1602235200.0,1602233364.0,1602235296.0
18741811,171,1277,1094,1602236400.0,1602238200.0,1602236373.0,1602238532.0
18741812,171,1277,1094,1602239400.0,1602241200.0,1602239392.0,1602241727.0
18741813,171,1277,1094,1602242400.0,1602244200.0,1602242389.0,1602244032.0
18741814,171,1277,1094,1602244800.0,1602246360.0,1602244783.0,1602246613.0
18739938,371,1279,1071,1602195600.0,1602197400.0,1602195608.0,1602197542.0
18740750,371,1279,1071,1602198300.0,1602200100.0,1602198266.0,1602200358.0
18740754,371,1279,1071,1602201000.0,1602202800.0,1602201000.0,1602203686.0
18740934,371,1279,1071,1602204600.0,1602206400.0,1602204610.0,1602206909.0
18741743,371,1279,1071,1602208200.0,1602210000.0,1602208204.0,1602210491.0
18742164,371,1279,1071,1602211800.0,1602213600.0,1602211871.0,1602213840.0
18742606,371,1279,1071,1602215400.0,1602217200.0,1602215368.0,1602217427.0
18742959,371,1279,1166,1602219000.0,1602220800.0,1602219024.0,1602220858.0
18743334,371,1279,1166,1602222600.0,1602224400.0,1602222600.0,1602225731.0
18744035,371,1279,1166,1602226200.0,1602228001.0,1602226200.0,1602229260.0
18744456,371,1279,1166,1602229800.0,1602231601.0,1602229800.0,1602233213.0
18744457,371,1279,1166,1602233400.0,1602235200.0,1602233400.0,1602234720.0
18744459,371,1279,1166,1602235200.0,1602237000.0,1602235200.0,1602237000.0
18744461,371,1279,1166,1602237000.0,1602238800.0,1602237000.0,1602238800.0
18744736,371,1279,1166,1602236100.0,1602237900.0,1602236100.0,1602238903.0
18744463,371,1279,1166,1602240600.0,1602242400.0,1602240600.0,1602242400.0
18744741,371,1279,1166,1602240600.0,1602242401.0,1602240600.0,1602244020.0
18744465,371,1279,1166,1602244200.0,1602246000.0,1602244200.0,1602246000.0
18744743,371,1279,1166,1602244200.0,1602246000.0,1602244200.0,1602247826.0
18739939,371,1281,1015,1602197400.0,1602199200.0,1602197391.0,1602199458.0
18740752,371,1281,1015,1602200100.0,1602201900.0,1602200069.0,1602202510.0
18740933,371,1281,1015,1602203040.0,1602204840.0,1602203062.0,1602205249.0
18741546,371,1281,1015,1602206400.0,1602208200.0,1602206376.0,1602208363.0
18741935,371,1281,1015,1602210000.0,1602211800.0,1602210014.0,1602212047.0
18742328,371,1281,1015,1602213600.0,1602215400.0,1602213656.0,1602215857.0
18742788,371,1281,1015,1602217200.0,1602219000.0,1602217189.0,1602219319.0
18743125,371,1281,5782,1602220800.0,1602222600.0,1602220790.0,1602222650.0
18743534,371,1281,5782,1602224400.0,1602226200.0,1602224384.0,1602226256.0
18744084,371,1281,5782,1602228000.0,1602229800.0,1602227992.0,1602229810.0
18744419,371,1281,5782,1602231600.0,1602233400.0,1602231588.0,1602233633.0
18744458,371,1281,5782,1602234300.0,1602236100.0,1602234300.0,1602237060.0
18744460,371,1281,5782,1602236100.0,1602237900.0,1602235260.0,1602237900.0
18744731,371,1281,5782,1602235200.0,1602237000.0,1602235173.0,1602238011.0
18744462,371,1281,5782,1602238800.0,1602240600.0,1602238800.0,1602240600.0
18744740,371,1281,5782,1602238800.0,1602240600.0,1602238769.0,1602240895.0
18744742,371,1281,5782,1602242400.0,1602244200.0,1602242375.0,1602244116.0
18744464,371,1281,5782,1602242400.0,1602244200.0,1602242400.0,1602244200.0
18744744,371,1281,5782,1602246000.0,1602247800.0,1602245976.0,1602247690.0
18744466,371,1281,5782,1602246000.0,1602247800.0,1602246000.0,1602247800.0
18740518,5091,1282,7680,1602201600.0,1602204301.0,1602201600.0,1602205320.0
18741967,5091,1282,7680,1602208800.0,1602211500.0,1602208807.0,1602212479.0
18742380,5091,1282,7680,1602216000.0,1602218700.0,1602215946.0,1602219010.0
18743098,5091,1282,7680,1602223200.0,1602225901.0,1602223200.0,1602226522.0
18744117,5091,1282,7680,1602230400.0,1602233100.0,1602230386.0,1602233740.0
18744858,5091,1282,7680,1602237600.0,1602240300.0,1602237570.0,1602242451.0
18740517,5091,1283,7065,1602198000.0,1602200701.0,1602198000.0,1602201326.0
18741106,5091,1283,7065,1602205200.0,1602207900.0,1602205180.0,1602208719.0
18741968,5091,1283,7065,1602212400.0,1602215100.0,1602212345.0,1602215750.0
18742778,5091,1283,7065,1602219600.0,1602222300.0,1602219593.0,1602222861.0
18743562,5091,1283,7065,1602226800.0,1602229500.0,1602226804.0,1602229896.0
18744426,5091,1283,7065,1602234000.0,1602236700.0,1602233966.0,1602237483.0
18740238,61,1296,2399,1602194400.0,1602197100.0,1602194465.0,1602196937.0
18740711,61,1296,2399,1602197400.0,1602200100.0,1602197360.0,1602201447.0
18740994,61,1296,2399,1602201960.0,1602204660.0,1602201836.0,1602205028.0
18741215,61,1296,2399,1602206640.0,1602209340.0,1602206280.0,1602208980.0
18743385,61,1296,2399,1602228180.0,1602230880.0,1602228113.0,1602231545.0
18744648,61,1296,2399,1602232680.0,1602235380.0,1602232684.0,1602235897.0
18745188,61,1296,2399,1602237000.0,1602239700.0,1602237036.0,1602240444.0
18740240,61,1297,8187,1602198000.0,1602200700.0,1602198183.0,1602201232.0
18741088,61,1297,8187,1602203160.0,1602205860.0,1602203207.0,1602206320.0
18741655,61,1297,8187,1602207420.0,1602210120.0,1602207497.0,1602210419.0
18741975,61,1297,8187,1602211560.0,1602214260.0,1602211562.0,1602214845.0
18742524,61,1297,8187,1602215880.0,1602218580.0,1602215903.0,1602218984.0
18742539,61,1297,8187,1602220200.0,1602222900.0,1602220252.0,1602223408.0
18743372,61,1297,8187,1602224520.0,1602227220.0,1602224539.0,1602227552.0
18743390,61,1297,1523,1602228960.0,1602231660.0,1602228921.0,1602232114.0
18744696,61,1297,1523,1602233400.0,1602236100.0,1602233370.0,1602236592.0
18745261,61,1297,1523,1602237720.0,1602240420.0,1602237611.0,1602241435.0
18745828,61,1297,1523,1602241860.0,1602244560.0,1602241804.0,1602244876.0
18746031,61,1297,1523,1602246000.0,1602248700.0,1602246033.0,1602249115.0
18746042,61,1297,1523,1602250560.0,1602253260.0,1602250476.0,1602253622.0
18746052,61,1297,1523,1602254160.0,1602256860.0,1602254129.0,1602256798.0
18740246,61,1298,1495,1602200880.0,1602203580.0,1602200868.0,1602204201.0
18741213,61,1298,1495,1602205500.0,1602208200.0,1602205485.0,1602208525.0
18741945,61,1298,1495,1602209640.0,1602212340.0,1602209654.0,1602212749.0
18742532,61,1298,1495,1602218280.0,1602220980.0,1602218212.0,1602221294.0
18742548,61,1298,1495,1602222600.0,1602225300.0,1602222587.0,1602225688.0
18743378,61,1298,1495,1602226920.0,1602229620.0,1602226872.0,1602229943.0
18743405,61,1298,1474,1602231240.0,1602233940.0,1602231249.0,1602234898.0
18745032,61,1298,1474,1602235560.0,1602238260.0,1602235590.0,1602239319.0
18745545,61,1298,1474,1602240000.0,1602242700.0,1602240041.0,1602243672.0
18746023,61,1298,1474,1602244080.0,1602246780.0,1602244103.0,1602247213.0
18746038,61,1298,1474,1602248520.0,1602251220.0,1602248515.0,1602251479.0
18746048,61,1298,1474,1602252720.0,1602255420.0,1602252676.0,1602255377.0
18746059,61,1298,1474,1602256560.0,1602259260.0,1602256578.0,1602259260.0
18742423,61,1298,1495,1602213960.0,1602216660.0,1602213966.0,1602217259.0
18740397,661,1299,806,1602197040.0,1602201240.0,1602197116.0,1602203035.0
18741267,661,1299,806,1602203280.0,1602208380.0,1602203191.0,1602208784.0
18741960,661,1299,806,1602209640.0,1602214740.0,1602209579.0,1602214738.0
18742673,661,1299,806,1602216240.0,1602221340.0,1602216216.0,1602221101.0
18743065,661,1299,8063,1602222720.0,1602227820.0,1602222892.0,1602227641.0
18744229,661,1299,8063,1602229200.0,1602234300.0,1602229461.0,1602234148.0
18744887,661,1299,8063,1602235200.0,1602240300.0,1602235167.0,1602241007.0
18745655,661,1299,8063,1602241200.0,1602246300.0,1602241313.0,1602245785.0
18740607,9005,1300,8593,1602201600.0,1602206400.0,1602201600.0,1602206400.0
18740608,9005,1300,8593,1602208800.0,1602213600.0,1602208800.0,1602213600.0
18740609,9005,1300,8593,1602216000.0,1602220800.0,1602216000.0,1602220800.0
18740610,9005,1300,8593,1602223200.0,1602228000.0,1602223200.0,1602228000.0
18740611,9005,1300,8593,1602230400.0,1602235200.0,1602230400.0,1602235200.0
18740612,9005,1300,8593,1602237600.0,1602242400.0,1602237600.0,1602242400.0
18740613,9005,1300,8593,1602244800.0,1602249600.0,1602244800.0,1602249600.0
18740479,9005,1300,8593,1602201600.0,1602206400.0,1602201000.0,1602206999.0
18741041,9005,1300,8593,1602207000.0,1602211800.0,1602206400.0,1602212399.0
18742541,61,1301,5031,1602220680.0,1602223381.0,1602220680.0,1602223818.0
18743373,61,1301,5031,1602225000.0,1602227700.0,1602224937.0,1602227892.0
18743391,61,1301,5031,1602229380.0,1602232081.0,1602229260.0,1602232693.0
18744721,61,1301,5031,1602233760.0,1602236460.0,1602233648.0,1602236970.0
18745284,61,1301,5031,1602238080.0,1602240780.0,1602237953.0,1602241521.0
18745846,61,1301,5031,1602242280.0,1602244980.0,1602242313.0,1602245393.0
18746032,61,1301,5031,1602246480.0,1602249180.0,1602246455.0,1602249282.0
18740855,61,1301,6222,1602202380.0,1602205080.0,1602201780.0,1602205679.0
18740247,61,1302,777,1602196800.0,1602199501.0,1602196800.0,1602200071.0
18740715,61,1302,777,1602201240.0,1602203941.0,1602201240.0,1602204910.0
18741302,61,1302,777,1602205860.0,1602208561.0,1602205860.0,1602213316.0
18743406,61,1302,777,1602231600.0,1602234301.0,1602231600.0,1602235192.0
18745101,61,1302,777,1602235920.0,1602238621.0,1602235920.0,1602240025.0
18745643,61,1302,777,1602240360.0,1602243061.0,1602240360.0,1602244074.0
18740248,61,1304,7793,1602201600.0,1602204301.0,1602201655.0,1602204833.0
18741214,61,1304,7793,1602206280.0,1602208980.0,1602206275.0,1602209358.0
18741972,61,1304,7793,1602210120.0,1602212820.0,1602210114.0,1602213170.0
18742497,61,1304,7793,1602214440.0,1602217140.0,1602214473.0,1602217701.0
18742533,61,1304,7793,1602218760.0,1602221460.0,1602218756.0,1602221797.0
18742549,61,1304,7793,1602223080.0,1602225780.0,1602223138.0,1602226171.0
18743380,61,1304,7793,1602227340.0,1602230040.0,1602227405.0,1602230473.0
18743407,61,1304,7958,1602231960.0,1602234660.0,1602231863.0,1602235348.0
18745129,61,1304,7958,1602236280.0,1602238980.0,1602236290.0,1602240310.0
18745682,61,1304,7958,1602240720.0,1602243420.0,1602240708.0,1602243890.0
18746025,61,1304,7958,1602244560.0,1602247260.0,1602244658.0,1602247770.0
18746039,61,1304,7958,1602249060.0,1602251760.0,1602249061.0,1602251978.0
18746050,61,1304,7958,1602253440.0,1602256140.0,1602253425.0,1602256036.0
18746061,61,1304,7958,1602257400.0,1602260100.0,1602257459.0,1602260220.0
18740244,61,1305,8051,1602200160.0,1602202861.0,1602200160.0,1602203749.0
18740398,661,1306,5033,1602198240.0,1602202440.0,1602198310.0,1602203812.0
18741357,661,1306,5033,1602204480.0,1602209580.0,1602204636.0,1602209344.0
18742044,661,1306,5033,1602210960.0,1602216060.0,1602210993.0,1602215628.0
18742766,661,1306,5033,1602217560.0,1602222660.0,1602217587.0,1602222213.0
18743067,661,1306,8176,1602223980.0,1602229080.0,1602224003.0,1602228721.0
18744326,661,1306,8176,1602230400.0,1602235500.0,1602230499.0,1602235706.0
18745169,661,1306,8176,1602236400.0,1602241500.0,1602236491.0,1602241987.0
18740242,61,1308,8528,1602198600.0,1602201301.0,1602198600.0,1602202251.0
18741180,61,1308,8528,1602203940.0,1602206640.0,1602203944.0,1602207155.0
18741679,61,1308,8528,1602208200.0,1602210900.0,1602208198.0,1602211037.0
18741978,61,1308,8528,1602212520.0,1602215220.0,1602212520.0,1602215536.0
18742527,61,1308,8528,1602216840.0,1602219540.0,1602216835.0,1602219785.0
18742544,61,1308,8528,1602221160.0,1602223860.0,1602221108.0,1602224141.0
18743374,61,1308,8528,1602225480.0,1602228180.0,1602225504.0,1602228533.0
18743392,61,1308,5854,1602229740.0,1602232440.0,1602229756.0,1602232772.0
18744756,61,1308,5854,1602234120.0,1602236820.0,1602234147.0,1602237517.0
18745383,61,1308,5854,1602238440.0,1602241140.0,1602238655.0,1602242077.0
18745908,61,1308,5854,1602242640.0,1602245340.0,1602242641.0,1602245699.0
18746034,61,1308,5854,1602247020.0,1602249720.0,1602247026.0,1602250101.0
18746044,61,1308,5854,1602251280.0,1602253980.0,1602251271.0,1602253937.0
18746053,61,1308,5854,1602254880.0,1602257580.0,1602254903.0,1602257396.0
18741216,61,1309,1537,1602206640.0,1602209340.0,1602206552.0,1602209573.0
18741973,61,1309,1537,1602210600.0,1602213300.0,1602210629.0,1602213596.0
18741210,61,1310,8051,1602204720.0,1602207420.0,1602204813.0,1602207983.0
18741892,61,1310,8051,1602209160.0,1602211860.0,1602209146.0,1602212071.0
18742334,61,1310,8051,1602213480.0,1602216180.0,1602213557.0,1602216899.0
18742530,61,1310,8051,1602217800.0,1602220500.0,1602217804.0,1602220742.0
18742547,61,1310,8051,1602222120.0,1602224820.0,1602222059.0,1602225150.0
18743376,61,1310,8051,1602226440.0,1602229140.0,1602226462.0,1602229771.0
18743395,61,1310,5131,1602230520.0,1602233220.0,1602230441.0,1602233879.0
18744874,61,1310,5131,1602234840.0,1602237540.0,1602234815.0,1602238079.0
18745423,61,1310,5131,1602239220.0,1602241920.0,1602239370.0,1602243093.0
18746022,61,1310,5131,1602243600.0,1602246300.0,1602243573.0,1602246520.0
18746036,61,1310,5131,1602248040.0,1602250740.0,1602247893.0,1602251305.0
18746045,61,1310,5131,1602252000.0,1602254700.0,1602251961.0,1602254858.0
18746057,61,1310,5131,1602255720.0,1602258420.0,1602255735.0,1602258259.0
18740241,61,1311,6222,1602195000.0,1602197701.0,1602195000.0,1602198439.0
18740712,61,1311,6222,1602199200.0,1602201901.0,1602199200.0,1602202520.0
18741185,61,1311,6222,1602203520.0,1602206220.0,1602203503.0,1602206846.0
18741678,61,1311,6222,1602207840.0,1602210540.0,1602207877.0,1602210899.0
18741977,61,1311,6222,1602212040.0,1602214740.0,1602212038.0,1602215116.0
18742525,61,1311,6222,1602216360.0,1602219060.0,1602216340.0,1602219535.0
18740239,61,1312,5262,1602197400.0,1602200100.0,1602197498.0,1602200317.0
18741005,61,1312,5262,1602202740.0,1602205440.0,1602202724.0,1602206159.0
18741636,61,1312,5262,1602207060.0,1602209760.0,1602207081.0,1602210053.0
18741974,61,1312,5262,1602211080.0,1602213780.0,1602211094.0,1602214159.0
18742523,61,1312,5262,1602215400.0,1602218100.0,1602215321.0,1602218673.0
18742537,61,1312,5262,1602219720.0,1602222420.0,1602219715.0,1602222774.0
18743371,61,1312,2433,1602224040.0,1602226740.0,1602224142.0,1602227661.0
18743387,61,1312,2433,1602228600.0,1602231300.0,1602228667.0,1602231901.0
18744681,61,1312,2433,1602233040.0,1602235740.0,1602233139.0,1602236566.0
18745256,61,1312,2433,1602237360.0,1602240060.0,1602237282.0,1602240913.0
18745710,61,1312,2433,1602241500.0,1602244200.0,1602241491.0,1602244677.0
18746028,61,1312,2433,1602245520.0,1602248220.0,1602245479.0,1602248423.0
18746041,61,1312,2433,1602250080.0,1602252780.0,1602250114.0,1602252993.0
18740716,61,1313,1537,1602202380.0,1602205081.0,1602202020.0,1602205151.0
18742522,61,1313,1537,1602214920.0,1602217621.0,1602214920.0,1602215918.0
18742535,61,1313,1537,1602219240.0,1602221940.0,1602219172.0,1602222227.0
18742553,61,1313,2281,1602223560.0,1602226260.0,1602223587.0,1602226482.0
18743381,61,1313,2281,1602227760.0,1602230460.0,1602227702.0,1602230644.0
18743408,61,1313,2281,1602232320.0,1602235020.0,1602232331.0,1602235357.0
18745132,61,1313,2281,1602236640.0,1602239340.0,1602236638.0,1602240436.0
18745694,61,1313,2281,1602241140.0,1602243840.0,1602241157.0,1602244345.0
18746026,61,1313,2281,1602245040.0,1602247740.0,1602245207.0,1602248048.0
18746040,61,1313,2281,1602249540.0,1602252240.0,1602249505.0,1602252151.0
18740249,61,1313,1537,1602197400.0,1602200101.0,1602197280.0,1602201540.0
18740243,61,1314,5124,1602195600.0,1602198300.0,1602195594.0,1602198307.0
18740713,61,1314,5124,1602199800.0,1602202500.0,1602199884.0,1602202981.0
18741209,61,1314,5124,1602204300.0,1602207000.0,1602204289.0,1602207316.0
18741799,61,1314,5124,1602208680.0,1602211380.0,1602208728.0,1602211724.0
18742293,61,1314,5124,1602213000.0,1602215700.0,1602212975.0,1602216020.0
18742529,61,1314,5124,1602217320.0,1602220020.0,1602217294.0,1602220398.0
18742546,61,1314,5343,1602221640.0,1602224340.0,1602221659.0,1602224815.0
18743375,61,1314,5343,1602225960.0,1602228660.0,1602225907.0,1602228968.0
18743394,61,1314,5343,1602230160.0,1602232860.0,1602230085.0,1602233095.0
18745389,61,1314,5343,1602238860.0,1602241560.0,1602238823.0,1602242088.0
18745910,61,1314,5343,1602243120.0,1602245820.0,1602243117.0,1602246100.0
18746035,61,1314,5343,1602247500.0,1602250200.0,1602247553.0,1602250475.0
18744784,61,1314,5343,1602234480.0,1602237180.0,1602234414.0,1602237779.0
18740245,61,1315,7662,1602196200.0,1602198900.0,1602196312.0,1602198975.0
18740714,61,1315,7662,1602200520.0,1602203220.0,1602200466.0,1602203760.0
18741212,61,1315,7662,1602205080.0,1602207780.0,1602205108.0,1602208007.0
18743396,61,1315,7662,1602230880.0,1602233580.0,1602230791.0,1602234110.0
18744899,61,1315,7662,1602235200.0,1602237900.0,1602235303.0,1602238751.0
18745496,61,1315,7662,1602239580.0,1602242280.0,1602239673.0,1602243241.0
18739273,2001,1316,7764,1602174000.0,1602177000.0,1602174000.0,1602177120.0
18739908,21,1316,7582,1602197700.0,1602200700.0,1602197906.0,1602202084.0
18741165,21,1316,7582,1602202440.0,1602205440.0,1602202624.0,1602205404.0
18741562,21,1316,7582,1602207240.0,1602210240.0,1602207291.0,1602210487.0
18742163,21,1316,7582,1602211140.0,1602214140.0,1602211340.0,1602214867.0
18742698,21,1316,7582,1602215220.0,1602218220.0,1602215353.0,1602218884.0
18742952,21,1316,7582,1602220020.0,1602223020.0,1602220134.0,1602223287.0
18743629,21,1316,7582,1602224160.0,1602227160.0,1602224241.0,1602227524.0
18743960,21,1316,5817,1602233640.0,1602236640.0,1602233772.0,1602237064.0
18745297,21,1316,5817,1602237900.0,1602240900.0,1602238364.0,1602241733.0
18745693,21,1316,5817,1602242880.0,1602245880.0,1602243110.0,1602246108.0
18745786,21,1316,5817,1602247080.0,1602250080.0,1602247212.0,1602250280.0
18745805,21,1316,5817,1602250920.0,1602253920.0,1602250987.0,1602253880.0
18745822,21,1316,5817,1602254760.0,1602257760.0,1602254860.0,1602257476.0
18745834,2001,1316,5817,1602258600.0,1602261600.0,1602258600.0,1602261720.0
18739917,21,1317,7734,1602195480.0,1602198480.0,1602195491.0,1602198478.0
18740721,21,1317,7734,1602200160.0,1602203160.0,1602200144.0,1602204180.0
18741413,21,1317,7734,1602204660.0,1602207660.0,1602204570.0,1602208096.0
18745600,21,1317,7734,1602240660.0,1602243660.0,1602240618.0,1602243989.0
18740399,661,1318,6143,1602199440.0,1602203640.0,1602198084.0,1602204821.0
18741484,661,1318,6143,1602205680.0,1602210780.0,1602205707.0,1602210266.0
18742142,661,1318,6143,1602212280.0,1602217380.0,1602212304.0,1602217127.0
18742940,661,1318,5684,1602218880.0,1602223980.0,1602218917.0,1602223445.0
18743069,661,1318,5684,1602225240.0,1602230340.0,1602225258.0,1602229938.0
18744433,661,1318,5684,1602231600.0,1602236700.0,1602231643.0,1602236961.0
18745286,661,1318,5684,1602237600.0,1602242700.0,1602237642.0,1602242839.0
18739913,21,1320,8283,1602199440.0,1602202440.0,1602199396.0,1602203697.0
18741348,21,1320,8283,1602204360.0,1602207360.0,1602204264.0,1602207580.0
18741842,21,1320,8283,1602208440.0,1602211440.0,1602208424.0,1602211656.0
18742278,21,1320,8283,1602212340.0,1602215340.0,1602212303.0,1602215563.0
18742759,21,1320,8283,1602216360.0,1602219360.0,1602216327.0,1602219587.0
18743153,21,1320,8283,1602221340.0,1602224340.0,1602221316.0,1602224653.0
18743832,21,1320,8283,1602225600.0,1602228600.0,1602225508.0,1602228892.0
18743948,21,1320,7243,1602230100.0,1602233100.0,1602230394.0,1602233601.0
18744579,21,1320,7243,1602235200.0,1602238200.0,1602235166.0,1602239342.0
18745553,21,1320,7243,1602239760.0,1602242760.0,1602239727.0,1602243267.0
18745770,21,1320,7243,1602244140.0,1602247140.0,1602244343.0,1602248216.0
18745792,21,1320,7243,1602248520.0,1602251521.0,1602248520.0,1602251571.0
18745812,21,1320,7243,1602252360.0,1602255360.0,1602252454.0,1602255227.0
18745829,21,1320,7243,1602256320.0,1602259320.0,1602256348.0,1602259440.0
18739918,21,1321,7196,1602200520.0,1602203460.0,1602200628.0,1602204475.0
18741442,21,1321,7196,1602205320.0,1602208320.0,1602205326.0,1602208632.0
18741959,21,1321,7196,1602209220.0,1602212220.0,1602209357.0,1602212818.0
18742432,21,1321,7196,1602213180.0,1602216180.0,1602213195.0,1602216579.0
18742869,21,1321,7196,1602217320.0,1602220320.0,1602217225.0,1602220599.0
18743312,21,1321,7196,1602222240.0,1602225240.0,1602222152.0,1602225822.0
18743926,21,1321,7196,1602226560.0,1602229560.0,1602226582.0,1602230208.0
18743953,21,1321,7960,1602231180.0,1602234181.0,1602231180.0,1602234341.0
18744943,21,1321,7960,1602235800.0,1602238800.0,1602235800.0,1602239560.0
18745593,21,1321,7960,1602240360.0,1602243360.0,1602240322.0,1602243622.0
18745773,21,1321,7960,1602244980.0,1602247980.0,1602244962.0,1602248235.0
18745796,21,1321,7960,1602249180.0,1602252180.0,1602249146.0,1602252011.0
18745814,21,1321,7960,1602253320.0,1602256320.0,1602253324.0,1602256040.0
18745833,21,1321,7960,1602257400.0,1602260400.0,1602257430.0,1602260520.0
18740439,921,1323,8527,1602197160.0,1602199920.0,1602197111.0,1602199750.0
18740969,921,1323,8527,1602201060.0,1602203820.0,1602201025.0,1602204054.0
18741391,921,1323,8527,1602205620.0,1602208380.0,1602205588.0,1602208573.0
18741952,921,1323,8527,1602209580.0,1602212340.0,1602209537.0,1602212838.0
18742434,921,1323,8527,1602213180.0,1602215940.0,1602213144.0,1602216139.0
18742814,921,1323,8527,1602216780.0,1602219540.0,1602216750.0,1602219632.0
18743159,921,1323,726,1602222600.0,1602225360.0,1602222614.0,1602225833.0
18743674,921,1323,726,1602226800.0,1602229560.0,1602226734.0,1602229763.0
18743706,921,1323,726,1602231060.0,1602233820.0,1602230990.0,1602233882.0
18744875,921,1323,726,1602235260.0,1602238020.0,1602235288.0,1602238335.0
18745667,921,1323,726,1602243720.0,1602246480.0,1602243729.0,1602246727.0
18745472,921,1323,726,1602239460.0,1602242220.0,1602239437.0,1602242819.0
18740396,661,1325,8596,1602195720.0,1602199920.0,1602195540.0,1602201111.0
18741076,661,1325,8596,1602201840.0,1602206940.0,1602201799.0,1602207143.0
18741776,661,1325,8596,1602208320.0,1602213420.0,1602208263.0,1602213287.0
18742516,661,1325,8596,1602214920.0,1602220020.0,1602214897.0,1602219957.0
18743064,661,1325,802,1602221460.0,1602226560.0,1602221440.0,1602226225.0
18743059,661,1325,8596,1602221520.0,1602226620.0,1602221460.0,1602226680.0
18744087,661,1325,802,1602227880.0,1602232980.0,1602227866.0,1602232994.0
18744775,661,1325,802,1602234000.0,1602239100.0,1602233961.0,1602239202.0
18745527,661,1325,802,1602240000.0,1602245100.0,1602240002.0,1602244792.0
18743931,21,1326,8401,1602228300.0,1602231300.0,1602228330.0,1602232117.0
18743958,21,1326,8401,1602232920.0,1602235920.0,1602232850.0,1602236130.0
18745216,21,1326,8401,1602237300.0,1602240300.0,1602237235.0,1602241045.0
18745691,21,1326,8401,1602242040.0,1602245040.0,1602242007.0,1602245240.0
18745783,21,1326,8401,1602246240.0,1602249240.0,1602246230.0,1602249461.0
18745800,21,1326,8401,1602250020.0,1602253020.0,1602250033.0,1602253202.0
18745819,21,1326,8401,1602254280.0,1602257280.0,1602254191.0,1602257280.0
18739914,21,1326,8277,1602197400.0,1602200400.0,1602196800.0,1602200999.0
18739921,21,1327,8356,1602196980.0,1602199980.0,1602196875.0,1602200391.0
18741009,21,1327,8356,1602201540.0,1602204540.0,1602201492.0,1602204949.0
18741506,21,1327,8356,1602206460.0,1602209460.0,1602206415.0,1602209788.0
18742096,21,1327,8356,1602210360.0,1602213360.0,1602210306.0,1602213626.0
18742576,21,1327,8356,1602214320.0,1602217320.0,1602214216.0,1602218124.0
18742948,21,1327,8356,1602218940.0,1602221940.0,1602218937.0,1602222288.0
18743492,21,1327,8300,1602223200.0,1602226200.0,1602223125.0,1602227191.0
18743930,21,1327,8300,1602227880.0,1602230880.0,1602227809.0,1602231607.0
18743956,21,1327,8300,1602232560.0,1602235560.0,1602232465.0,1602236124.0
18745215,21,1327,8300,1602237000.0,1602240000.0,1602236904.0,1602241039.0
18745689,21,1327,8300,1602241680.0,1602244680.0,1602241582.0,1602244945.0
18745777,21,1327,8300,1602245820.0,1602248820.0,1602245727.0,1602249138.0
18740614,9005,1328,8358,1602205200.0,1602210000.0,1602205200.0,1602210000.0
18740615,9005,1328,8358,1602212400.0,1602217200.0,1602212400.0,1602217200.0
18740616,9005,1328,8358,1602219600.0,1602224400.0,1602219600.0,1602224400.0
18740617,9005,1328,8358,1602226800.0,1602231600.0,1602226800.0,1602231600.0
18740618,9005,1328,8358,1602234000.0,1602238800.0,1602234000.0,1602238800.0
18740619,9005,1328,8358,1602241200.0,1602246000.0,1602241200.0,1602246000.0
18740481,9005,1328,8358,1602205200.0,1602210000.0,1602204600.0,1602210599.0
18739912,21,1329,6754,1602199080.0,1602202080.0,1602199140.0,1602203654.0
18741343,21,1329,6754,1602204000.0,1602207000.0,1602203937.0,1602207568.0
18741824,21,1329,6754,1602208020.0,1602211020.0,1602207950.0,1602211472.0
18742264,21,1329,6754,1602211920.0,1602214920.0,1602211889.0,1602215501.0
18742744,21,1329,6754,1602216000.0,1602219000.0,1602216048.0,1602219433.0
18743143,21,1329,6754,1602220980.0,1602223980.0,1602221039.0,1602224581.0
18743803,21,1329,6754,1602225120.0,1602228120.0,1602225183.0,1602228855.0
18743965,21,1329,8392,1602234900.0,1602237900.0,1602235101.0,1602238960.0
18745503,21,1329,8392,1602239460.0,1602242461.0,1602239460.0,1602242655.0
18745769,21,1329,8392,1602243720.0,1602246720.0,1602243887.0,1602246912.0
18745789,21,1329,8392,1602247920.0,1602250920.0,1602248036.0,1602251117.0
